goal	target	indicator_code	FirstTS	MainTS	indicator_ref	series	hub_id	n_countries	seriesDescription	TimeSeriesDescription	unit	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_code	sex_desc	age_code	age_desc	location_code	location_desc	educationLevel_code	educationLevel_desc	typeOfProduct_code	typeOfProduct_desc	typeOfSkill_code	typeOfSkill_desc	quantile_code	quantile_desc	modeOfTransportation_code	modeOfTransportation_desc	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	causeOfDeath_code	causeOfDeath_desc	disabilityStatus_code	disabilityStatus_desc	typeOfOccupation_code	typeOfOccupation_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	levelStatus_code	levelStatus_desc	migratoryStatus_code	migratoryStatus_desc	parliamentaryCommittees_code	parliamentaryCommittees_desc	policyDomains_code	policyDomains_desc	typeOfSpeed_code	typeOfSpeed_desc	activity_code	activity_desc	cities_code	cities_desc	ihrCapacity_code	ihrCapacity_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	policyInstruments_code	policyInstruments_desc	samplingStations_code	samplingStations_desc	substanceUseDisorders_code	substanceUseDisorders_desc	typeOfWasteTreatment_code	typeOfWasteTreatment_desc
11	11.1	C110101	x	x	11.1.1	EN_LND_SLUM	a21a213e9b4744dd8b53b173ccffd886	125	Proportion of urban population living in slums (%)	Proportion of urban population living in slums	percent	1990	2018	2	8	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_MISS	fc7f36d50ea047128bf186de0396b373	77	Number of missing persons due to disaster (number)	Number of missing persons due to disaster	persons	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_AFFCT	04b9ad097ada4c9e8eb57d8efb8e8a8e	132	Number of people affected by disaster (number)	Number of people affected by disaster	persons	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_MORT	0ab1a5f2c51c423daa7fe98813fc955f	138	Number of deaths due to disaster (number)	Number of deaths due to disaster	deaths	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_MTMP	1d3ba06ced4848d7a5b5826f9eb98deb	140	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	Number of deaths and missing persons attributed to disasters per 100,000 population	cases per 100,000 population	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_MTMN	ab0fdd356ed948089190c727c7064b75	140	Number of deaths and missing persons attributed to disasters (number)	Number of deaths and missing persons attributed to disasters	cases	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_DAFF	37b2e048020845e9a9c3e313a193aef4	132	Number of directly affected persons attributed to disasters per 100,000 population (number)	Number of persons directly affected by disasters per 100,000 population	persons per 100,000 population	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_IJILN	8e2b832033e44fdfab1900f75557f889	124	Number of injured or ill people attributed to disasters (number)	Number of injured or ill people attributed to disasters	persons	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_PDAN	694482f1538b44b196969f1407397a21	123	Number of people whose damaged dwellings were attributed to disasters (number)	Number of people with damaged dwellings attributed to disasters	persons	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_PDYN	281ade230910439c956ad3765086ca6e	114	Number of people whose destroyed dwellings were attributed to disasters (number)	Number of people with destroyed dwellings attributed to disasters	persons	2005	2019	1	15	0																																																				
11	11.5	C200303	x	x	11.5.1	VC_DSR_PDLN	c8b00f9e3b97437aaa81e82e5cb7c3b2	97	Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)	Number of people with disrupted or destroyed livelihoods attributed to disasters	persons	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_GDPLS	ed1dc7bcbe2c4572bcb7b385a73b53e9	122	Direct economic loss attributed to disasters (current United States dollars)	Direct economic loss attributed to disasters	dollars	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_LSGP	43c1bf31821546919877b0104a6a39a1	121	Direct economic loss attributed to disasters relative to GDP (%)	Direct economic loss attributed to disasters relative to GDP	percent	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_AGLN	fc448c8fa25541328b92eab17683ff5b	93	Direct agriculture loss attributed to disasters (current United States dollars)	Direct agriculture loss attributed to disasters	dollars	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_HOLN	b37f3017ee5d40f1af33d0d585f2ff4e	118	Direct economic loss in the housing sector attributed to disasters (current United States dollars)	Direct economic loss in the housing sector attributed to disasters	dollars	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_CILN	5321c7c1fab54448a2dc31db46f247b6	92	Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)	Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters	dollars	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_CHLN	68870268f6e34a1e97cd8b512a969328	17	Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)	Direct economic loss to cultural heritage damaged or destroyed attributed to disasters	millions of dollars	2005	2019	1	13	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_CDAN	09b80133013a467aad770c1c31936849	86	Number of damaged critical infrastructure attributed to disasters (number)	Number of damaged critical infrastructure attributed to disasters	units and facilities	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_HFDN	23326190948349cebc877d0cd8ffa943	66	Number of destroyed or damaged health facilities attributed to disasters (number)	Number of destroyed or damaged health facilities attributed to disasters	facilities	2005	2019	1	14	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_EFDN	49830aca7de643b99a1e921acfa3bac2	80	Number of destroyed or damaged educational facilities attributed to disasters (number)	Number of destroyed or damaged educational facilities attributed to disasters	facilities	2005	2019	1	14	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_CDYN	661b0ee1fa3449ccb0dc511139c91abb	31	Number of other destroyed or damaged critical infrastructure units and facilities attributed to disasters (number)	Number of other destroyed or damaged critical infrastructure units and facilities attributed to disasters	units and facilities	2005	2019	1	13	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_BSDN	9e0f6f328f264a2cbfaba94c3db48ac2	103	Number of disruptions to basic services attributed to disasters (number)	Number of disruptions to basic services attributed to disasters	disruptions	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_ESDN	327987ad8b724781b8e26e069ddb6061	94	Number of disruptions to educational services attributed to disasters (number)	Number of disruptions to educational services attributed to disasters	disruptions	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_HSDN	7c223651d58043a0bc75b1905d70b35b	86	Number of disruptions to health services attributed to disasters (number)	Number of disruptions to health services attributed to disasters	disruptions	2005	2019	1	14	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_OBDN	02848bfeb06b47bb8b4db7d030d206e2	110	Number of disruptions to other basic services attributed to disasters (number)	Number of disruptions to other basic services attributed to disasters	disruptions	2005	2019	1	15	0																																																				
11	11.5	C110502	x	x	11.5.2	VC_DSR_DDPA	d5ca5bb36c644ea6a544d0c850dcee2b	28	Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)	Direct economic loss to other damaged or destroyed productive assets attributed to disasters	dollars	2005	2019	1	15	0																																																				
11	11.6	C110602		x	11.6.2	EN_ATM_PM25	f612a34532324b998489902f86812cd2	190	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	Annual mean levels of fine particulate matter in cities, urban population	micrograms per cubic meter	2016	2016	1	1	1					U	Urban																																														
11	11.b	C200304	x	x	11.b.1	SG_DSR_LGRGSR	90bcc97566b241edb957e7a6152e59f4	93	Score of adoption and implementation of national DRR strategies in line with the Sendai Framework	Score of adoption and implementation of national DRR strategies in line with the Sendai Framework	score	2015	2019	1	5	0																																																				
11	11.b	C200305	x	x	11.b.2	SG_DSR_SILS	40f778802a1244c895c44aa76f602f06	82	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	percent	2015	2019	1	5	0																																																				
11	11.b	C200305	x	x	11.b.2	SG_DSR_SILN	364e5be435b048a7b649459acf85b066	84	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	Number of local governments that adopt and implement local disaster risk reduction strategies in line with national strategies	local governmens	2015	2019	1	5	0																																																				
11	11.b	C200305	x	x	11.b.2	SG_GOV_LOGV	85ebe99d74f4493fb1b1eff75344cbf7	87	Number of local governments (number)	Number of local governments (number)	local governmens	2015	2019	1	5	0																																																				
12	12.1	C120101	x	x	12.1.1	SG_SCP_CNTRY	8642ef264aff4b8aa2fe121986c77a28	79	Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)	Existence of a national action plan for sustainable consumption and production (SCP), or inclusion of SCP as a priority or target into national policies	yes/no	2019	2019	1	1	0																																																				
12	12.1	C120101	x	x	12.1.1	SG_SCP_CORMEC	5ecd6b31a2214caab34c6c2a0fbe3747	21	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	Existence of coordination mechanism for sustainable consumption and production	yes/no	2019	2019	1	1	0																																																				
12	12.1	C120101		x	12.1.1	SG_SCP_POLINS	4a13848f8ee6400b8bcb47ad971d2c39	34	Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)	Existence of policy instrument for sustainable consumption and production	yes/no	2019	2019	1	1	1																																													_T	No breakdown						
12	12.1	C120101	x	x	12.1.1	SG_SCP_OTHER	a6e25713a030481bb62319b343d60885	12	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	Existence of other implementing activities for sustainable consumption and production	yes/no	2019	2019	1	1	0																																																				
12	12.1	C120101	x	x	12.1.1	SG_SCP_TOTL	e44a2ee5679842eb8c60eea6e1a5bba5	79	Countries with policies, instruments and mechanism in place for sustainable consumption and production (1 = YES; 0 = NO)	Existence of policies, instruments and mechanism for sustainable consumption and production	yes/no	2019	2019	1	1	0																																																				
12	12.2	C200203		x	12.2.2	EN_MAT_DOMCMPT	70e2955486e94dd681d5fd64cfc43dcc	186	Domestic material consumption, by type of raw material (tonnes)	Total domestic material consumption	tonnes	2000	2017	6	18	1									_T	Total or no breakdown																																										
12	12.2	C200203		x	12.2.2	EN_MAT_DOMCMPG	d020306b93b044929c784f0ecac6ffb4	186	Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)	Total domestic material consumption per unit of GDP	kilograms per constant 2010 dollars	2000	2017	6	18	1									_T	Total or no breakdown																																										
12	12.2	C200203		x	12.2.2	EN_MAT_DOMCMPC	eed376ef9a7f42bf8091c24b14aeef2c	186	Domestic material consumption per capita, by type of raw material (tonnes)	Total domestic material consumption per capita	tonnes	2000	2017	6	18	1									_T	Total or no breakdown																																										
12	12.4	C120401	x	x	12.4.1	SG_HAZ_CMRMNTRL	ed8e8d7d29ec4dbebac7c2c11f301873	197	Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals	Commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals are met	yes/no	2015	2020	1	2	0																																																				
12	12.4	C120401	x	x	12.4.1	SG_HAZ_CMRROTDAM	3d2a473deb0e43589f68689521434272	166	Parties meeting their commitments and obligations in transmitting information as required by Rotterdam Convention on hazardous waste, and other chemicals	Commitments and obligations in transmitting information as required by Rotterdam Convention on hazardous waste, and other chemicals are met	yes/no	2015	2020	1	2	0																																																				
12	12.4	C120401	x	x	12.4.1	SG_HAZ_CMRBASEL	0858852dd42d47b7817b12196eed582a	187	Parties meeting their commitments and obligations in transmitting information as required by Basel Convention on hazardous waste, and other chemicals	Commitments and obligations in transmitting information as required by Basel Convention on hazardous waste, and other chemicals are met	yes/no	2015	2020	1	2	0																																																				
12	12.4	C120401	x	x	12.4.1	SG_HAZ_CMRSTHOLM	19b14b50f58a42aa89ec5fe4bbe768c2	188	Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals	Commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals are met	yes/no	2015	2020	1	2	0																																																				
12	12.4	C120401	x	x	12.4.1	SG_HAZ_CMRMNMT	4512e1f5e8c244e6bc12801d0b17c781	104	Parties meeting their commitments and obligations in transmitting information as required by Minamata Convention on hazardous waste, and other chemicals (%)	Commitments and obligations in transmitting information as required by Minamata Convention on hazardous waste, and other chemicals are met	yes/no	2020	2020	1	1	0																																																				
12	12.4	C120402	x	x	12.4.2	EN_EWT_GENV	6703c4ac06a04919ac91001888e03751	179	Electronic waste generated (Tonnes)	Electronic waste generated	tonnes	2000	2019	20	20	0																																																				
12	12.4	C120402	x	x	12.4.2	EN_EWT_GENPCAP	4e1f4e2dfcd44b5e852ea6e5e8ab29de	179	Electronic waste generated, per capita (Kg)	Electronic waste generated, per capita	kilograms	2000	2019	20	20	0																																																				
12	12.4	C120402	x	x	12.4.2	EN_HAZ_GENV	4da5e22f6d864bcc8256226359613d11	95	Hazardous waste generated (Tonnes)	Hazardous waste generated	tonnes	2000	2017	1	18	0																																																				
12	12.4	C120402	x	x	12.4.2	EN_HAZ_PCAP	17ca59f46f124c719d2905697d5305a6	95	Hazardous waste generated, per capita (Kg)	Hazardous waste generated, per capita	kilograms	2000	2017	1	18	0																																																				
12	12.4	C120402	x	x	12.4.2	EN_HAZ_GENGDP	25500819a82d49c0a650999547111b82	90	Hazardous waste generated, per unit of GDP (kilograms per constant 2015 United States dollars)	Hazardous waste generated, per unit of GDP	kilograms per constant 2015 dollars	2000	2017	1	17	0																																																				
12	12.4	C120402		x	12.4.2	EN_HAZ_TREATV	b9a320268de54ef883b09f114d92a949	63	Hazardous waste treated, by type of treatment (Tonnes)	Hazardous waste treated	tonnes	2000	2017	1	18	1																																																			WT_RECYCL	Recycling
12	12.4	C120402	x	x	12.4.2	EN_HAZ_TRTDISR	0abbd0bc360640daae7ceb0ca6fcba86	76	Hazardous waste treated or disposed, rate (%)	Rate of hazardous waste treated or disposed	percent	2000	2017	1	18	0																																																				
12	12.4	C120402	x	x	12.4.2	EN_HAZ_TRTDISV	8e155f410796451e9a9a0d64fd57f906	82	Hazardous waste treated or disposed (Tonnes)	Hazardous waste treated or disposed	tonnes	2000	2017	1	18	0																																																				
12	12.5	C120501		x	12.5.1	EN_EWT_RCYV	97bd945d4c224260ade04ac8d51a8936	75	Electronic waste recycling (Tonnes)	Electronic waste recycling	tonnes	2010	2019	2	10	0																																																				
12	12.5	C120501		x	12.5.1	EN_EWT_RCYR	18b86dace0ec47d2a35f9e04644c9529	69	Electronic waste recycling, rate (%)	Rate of electronic waste recycling	percent	2011	2018	1	1	0																																																				
12	12.5	C120501		x	12.5.1	EN_EWT_RCYPCAP	6e30a494bce840cdb71640867e181979	75	Electronic waste recycling, per capita (Kg)	Electronic waste recycling, per capita	kilograms	2010	2019	2	10	0																																																				
12	12.b	C120b02	x	x	12.b.1	ST_EEV_STDACCT	d1e6fb1a1a1c446cbcba3b5e99757e0d	112	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables)	Number of tables implemented of standard accounting tools to monitor the economic and environmental aspects of tourism	tables	2008	2018	11	11	0																																																				
12	12.b	C120b02	x	x	12.b.1	ST_EEV_ACCSEEA	e6e17e60ca6748d7b4d73800f280c912	112	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables)	Number of SEEA tables implemented to monitor the economic and environmental aspects of tourism	tables	2008	2018	11	11	0																																																				
12	12.b	C120b02	x	x	12.b.1	ST_EEV_ACCTSA	7c12a5ed0ca847279be55c5eb8316d7b	112	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables)	Implementation of Tourism Satellite Account tables implemented to monitor the economic and environmental aspects of tourism	tables	2008	2018	11	11	0																																																				
12	12.c	C120c01	x	x	12.c.1	ER_FFS_PRTSST	28fbb152ddc74ef4ae6e20e2998f408a	126	Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars)	Fossil-fuel pre-tax subsidies (consumption and production	billions of dollars	2013	2017	1	3	0																																																				
12	12.c	C120c01	x	x	12.c.1	ER_FFS_PRTSPC	c91f01b081f34ac0807c0b3013d24a6a	126	Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars)	Fossil-fuel pre-tax subsidies (consumption and production) per capita	dollars	2013	2017	1	3	0																																																				
12	12.c	C120c01	x	x	12.c.1	ER_FFS_PRTSPR	ef01d6c93c404bea873fa46ec41df0e3	125	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP	percent	2013	2017	1	3	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_MISS	9af1eb24899841f4b881b37ca9ee69b3	77	Number of missing persons due to disaster (number)	Number of missing persons due to disaster	persons	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_AFFCT	911b45189e6d4b60b7cfe4aa11c97601	132	Number of people affected by disaster (number)	Number of people affected by disaster	persons	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_MORT	88c5e52e6dc4459a9d33ce174cb30d34	138	Number of deaths due to disaster (number)	Number of deaths due to disaster	deaths	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_MTMP	cae82162e63e4b75aaece8b2388706c3	140	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	Number of deaths and missing persons attributed to disasters per 100,000 population	cases per 100,000 population	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_MTMN	ae69d1bf849343a4b62c0356d7c5d621	140	Number of deaths and missing persons attributed to disasters (number)	Number of deaths and missing persons attributed to disasters	cases	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_DAFF	91b1e38032fa49ae89aed0caebcab537	132	Number of directly affected persons attributed to disasters per 100,000 population (number)	Number of persons directly affected by disasters per 100,000 population	persons per 100,000 population	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_IJILN	c99d513099d7420dbe5c16dbc1ef4121	124	Number of injured or ill people attributed to disasters (number)	Number of injured or ill people attributed to disasters	persons	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_PDAN	524285f08d314c55b1dd607b7ef8cec4	123	Number of people whose damaged dwellings were attributed to disasters (number)	Number of people with damaged dwellings attributed to disasters	persons	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_PDYN	7b46edd06c4e4aceaac447ccea434426	114	Number of people whose destroyed dwellings were attributed to disasters (number)	Number of people with destroyed dwellings attributed to disasters	persons	2005	2019	1	15	0																																																				
13	13.1	C200303	x	x	13.1.1	VC_DSR_PDLN	20135e3ea53c4caa99664154395aab98	97	Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)	Number of people with disrupted or destroyed livelihoods attributed to disasters	persons	2005	2019	1	15	0																																																				
13	13.1	C200304	x	x	13.1.2	SG_DSR_LGRGSR	98f1b257d7b243a18616ccb009ef4313	93	Score of adoption and implementation of national DRR strategies in line with the Sendai Framework	Score of adoption and implementation of national disaster risk reduction strategies in line with the Sendai Framework	score	2015	2019	1	5	0																																																				
13	13.1	C200305	x	x	13.1.3	SG_DSR_SILS	9dee51bf18a9435aa5949e9876f4ffb0	82	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	percent	2015	2019	1	5	0																																																				
13	13.1	C200305	x	x	13.1.3	SG_DSR_SILN	d4abbcecdac24cc28fbea9895027e896	84	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	Number of local governments that adopt and implement local disaster risk reduction strategies in line with national strategies	local governmens	2015	2019	1	5	0																																																				
13	13.1	C200305	x	x	13.1.3	SG_GOV_LOGV	050c59a464f24931b168f6d2ae24ad8e	87	Number of local governments (number)	Number of local governments (number)	local governmens	2015	2019	1	5	0																																																				
14	14.5	C140501	x	x	14.5.1	ER_MRN_MARINT	be1eb5aebdf24e43a91a769e3d6fbd2b	193	Protected marine area (Exclusive Economic Zones) (square kilometres)	Protected marine area (Exclusive Economic Zones)	square kilometres	2017	2018	1	1	0																																																				
14	14.5	C140501	x	x	14.5.1	ER_MRN_MARIN	1a4acac4d7284c75a48b7c5d07dfdc36	191	Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%)	Coverage of protected areas in relation to marine areas (Exclusive Economic Zones)	percent	2018	2018	1	1	0																																																				
14	14.5	C140501	x	x	14.5.1	ER_MRN_MPA	ca8a35f5e5c740faa0cbb6a2fc56a4b3	169	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas	percent	2000	2019	20	20	0																																																				
14	14.6	C140601	x	x	14.6.1	ER_REG_UNFCIM	87393c0c8b1944a38be39415f7e7c636	165	Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)	Level of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (1=lowest to 5=highest)	score	2018	2018	1	1	0																																																				
14	14.a	C140a01	x	x	14.a.1	ER_RDE_OSEX	a1014f965e8d4c659953f4b649ed7417	25	National ocean science expenditure as a share of total research and development funding (%)	National ocean science expenditure as a share of total research and development funding	percent	2013	2017	1	5	0																																																				
14	14.b	C140b01	x	x	14.b.1	ER_REG_SSFRAR	f08c66d9ffd84c008a0ce3458c6070e2	173	Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest)	Level of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (1=lowest to 5=highest)	score	2018	2018	1	1	0																																																				
15	15.1	C150101	x	x	15.1.1	AG_LND_TOTL	9a4a60e678a94e3e8f44655e7e4bd4f6	245	Land area (thousands of hectares)	Land area	thousands of hectares	2015	2015	1	1	0																																																				
15	15.1	C150101	x	x	15.1.1	AG_LND_FRSTN	09f04174488d4f8fabceddb8e2920dae	235	Forest area (thousands of hectares)	Forest area	thousands of hectares	2000	2020	8	8	0																																																				
15	15.1	C150101	x	x	15.1.1	AG_LND_FRST	4787e933dac34421b4b11427a0b78fbe	235	Forest area as a proportion of total land area (%)	Forest area as a proportion of total land area	percent	2000	2020	8	8	0																																																				
15	15.1	C150102	x	x	15.1.2	ER_PTD_FRWRT	92dd1f2e6b87403cba549c858fa8a913	155	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas	percent	2000	2019	20	20	0																																																				
15	15.1	C150102	x	x	15.1.2	ER_PTD_TERRS	0e15b1f426814c88b656233c733ac456	218	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas	percent	2000	2019	20	20	0																																																				
15	15.2	C150201	x	x	15.2.1	AG_LND_FRSTBIOPHA	acbdd3bf76c24539a2fbb93c0de6f704	205	Above-ground biomass stock in forest (tonnes per hectare)	Above-ground biomass stock in forest	tonnes per hectare	2000	2020	8	8	0																																																				
15	15.2	C150201	x	x	15.2.1	AG_LND_FRSTCERT	13a621d222c243dc906d7ee53d13eff3	245	Forest area under an independently verified forest management certification scheme (thousands of hectares)	Forest area under an independently verified forest management certification scheme	thousands of hectares	2000	2019	7	8	0																																																				
15	15.2	C150201	x	x	15.2.1	AG_LND_FRSTCHG	494e02b3371a4a48acc40fbefc23e7ae	227	Forest area annual net change rate (%)	Forest area annual net change rate	percent	2010	2020	3	3	0																																																				
15	15.2	C150201	x	x	15.2.1	AG_LND_FRSTMGT	97a2c09197db49979c54a5a64910891b	137	Proportion of forest area under a long-term management plan (%)	Proportion of forest area under a long-term management plan	percent	2000	2020	1	8	0																																																				
15	15.2	C150201	x	x	15.2.1	AG_LND_FRSTPRCT	7b45bb09038a47e694f5297ce43371fb	169	Proportion of forest area within legally established protected areas (%)	Proportion of forest area within legally established protected areas	percent	2000	2020	1	8	0																																																				
15	15.3	C150301	x	x	15.3.1	AG_LND_DGRD	1a14f2c331744324a66f01521443d7bf	124	Proportion of land that is degraded over total land area (%)	Proportion of land that is degraded over total land area	percent	2015	2015	1	1	0																																																				
15	15.4	C150401	x	x	15.4.1	ER_PTD_MOTN	5a2bf367cfd84cbfbcc613b710dc4386	175	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas	percent	2000	2019	20	20	0																																																				
15	15.4	C150402	x	x	15.4.2	ER_MTN_GRNCVI	3c069f554fc244dfaed3112a9f5c5948	207	Mountain Green Cover Index	Mountain Green Cover Index	index	2017	2017	1	1	0																																																				
15	15.4	C150402	x	x	15.4.2	ER_MTN_TOTL	11571e6a88974fd3bf5479c0fa75cad2	159	Mountain area (square kilometres)	Mountain area	square kilometres	2017	2017	1	1	0																																																				
15	15.4	C150402	x	x	15.4.2	ER_MTN_GRNCOV	02b47516abc34e109820591229a4a1c5	159	Mountain green cover area (square kilometres)	Mountain green cover area	square kilometres	2017	2017	1	1	0																																																				
15	15.5	C150501	x	x	15.5.1	ER_RSK_LSTI	e48a156bb2d0471bb38948f3c2005769	225	Red List Index	Red List Index	index	1993	2020	28	28	0																																																				
15	15.6	C150601	x	x	15.6.1	ER_CBD_SMTA	0765d85f3d504a03ad69a5a773b62e3d	245	Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country (number)	Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country	agreements	2012	2019	8	8	0																																																				
15	15.6	C150601	x	x	15.6.1	ER_CBD_NAGOYA	02b4ad21b6af44db9ae505297f0565ff	197	Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO)	Country is party to the Nagoya Protocol (1 = YES; 0 = NO)	yes/no	2012	2017	1	1	0																																																				
15	15.6	C150601	x	x	15.6.1	ER_CBD_ABSCLRHS	2fca69b7ab964cf2986cd84f55b012d4	197	Countries that have legislative, administrative and policy framework or measures reported to the Access and Benefit-Sharing Clearing-House (1 = YES; 0 = NO)	Existence of legislative, administrative and policy framework or measures reported to the Access and Benefit-Sharing Clearing-House (1 = YES; 0 = NO)	yes/no	2012	2017	1	1	0																																																				
15	15.6	C150601	x	x	15.6.1	ER_CBD_ORSPGRFA	06e4982ff3ea4b7aa8af6b2ec2a86951	245	Countries that have legislative, administrative and policy framework or measures reported through the Online Reporting System on Compliance  of the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO)	Existence of legislative, administrative and policy framework or measures reported through the Online Reporting System on Compliance  of the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO)	yes/no	2016	2019	4	4	0																																																				
