goal	target	indicator_code	indicator_ref	COMMENT	ACTION	series	hub_id	n_countries	TimeSeriesDescription	unit	country_profile	zero.removal	Text.type	unit1	unit2	DA2.1	DA2.2	DA3.1	DA3.2	Down	Up	Threshold
16	16.9	C160901	16.9.1			SG_REG_BRTH	f54c2f7bbdb94e65889cb76a171f1d83	157	Proportion of children under 5 years of age whose births have been registered with a civil authority	percent	1	0	3	%		there were about 	 of children under age 5 whose births were registered with a civil authority	there were about 	 of children under age 5 whose births were registered with a civil authority			
16	16.b	C200204	16.b.1			VC_VOV_GDSD	8fefd7225cf449d3bd2065fcb16a5f08	27	Proportion of population reporting having felt discriminated against	percent	1	1	1	%		The proportion of population reporting having felt discriminated against was 		The proportion of population reporting having felt discriminated against 		declined from 	increased from 	
17	17.1	C170101	17.1.1			GR_G14_GDP	605edc8aa0704d7c969236791a6ec6f9	173	Total government revenue (budgetary central government) as a proportion of GDP	percent	1	1	1	%	%	The total government revenue as a proportion of GDP was 		The total government revenue as a proportion of GDP 		 declined from 	 increased from 	
17	17.1	C170102	17.1.2			GC_GOB_TAXD	9451714c0a544c529d73cc59448ae77a	173	Domestic budget funded by domestic taxes as a proportion of GDP	percent	1	1	1	%	%	Relative to GDP, the domestic budget funded by domestic taxes was 		Relative to GDP, the domestic budget funded by domestic taxes 		 declined from 	 increased from 	
17	17.2	C170201	17.2.1			DC_ODA_SIDSG	f75711c94cde4bc48a50160d0db5f600	29	Net official development assistance (ODA) to small island states (SIDS) as a percentage of GNI	percent	1	1	1	%	%	As a percentage of Gross National Income, the amount of net official development assistance (ODA) granted to small island states (SIDS) reached 		As a percentage of Gross National Income, the amount of net official development assistance (ODA) granted to small island states (SIDS) 		 declined from 	 increased from 	
17	17.2	C170201	17.2.1			DC_ODA_LDCG	164cf9552abc43bc8a5790cfdaa32ddf	29	Net official development assistance (ODA) to least developed countries (LDCs) as a percentage of GNI	percent	1	1	1	%	%	As a percentage of Gross National Income, the amount of net official development assistance (ODA) granted to least developed countries (LDCs) reached 		As a percentage of Gross National Income, the amount of net official development assistance (ODA) granted least developed countries (LDCs)		 declined from 	 increased from 	
17	17.2	C170201	17.2.1			DC_ODA_LLDC	1eadb0ed37fc44c69f0192947779d17f	29	Net official development assistance (ODA) to landlocked developing countries (LLDCs)	millions of constant 2018 dollars	1	1	1	 million dollars	 million dollars	At constant 2018 prices, net official development assistance (ODA) granted to landlocked developing countries (LLDCs) was 		At constant 2018 prices, net official development assistance (ODA) granted to landlocked developing countries (LLDCs)		 declined from 	 increased from 	
17	17.2	C170201	17.2.1			DC_ODA_SIDS	cee7775bf53f4d6fa829390b92fb44e9	29	Net official development assistance (ODA) to small island states (SIDS)	millions of constant 2018 dollars	1	1	1	 million dollars	 million dollars	At constant 2018 prices, net official development assistance (ODA) granted to landlocked developing countries (LLDCs) was 		At constant 2018 prices,  net official development assistance (ODA) granted landlocked developing countries (LLDCs)		 declined from 	 increased from 	
17	17.2	C170201	17.2.1			DC_ODA_LDCS	46f7db1af1364dc29a439c5ef7c151c9	29	Net official development assistance (ODA) to least developed countires (LDCs)	millions of constant 2018  dollars	1	1	1	 million dollars	 million dollars	At constant 2018 prices, net official development assistance (ODA) granted to landlocked developing countries (LLDCs) was 		At constant 2018 prices,  net official development assistance (ODA) granted landlocked developing countries (LLDCs)		 declined from 	 increased from 	
17	17.2	C170201	17.2.1			DC_ODA_LLDCG	093f0be2da7446328ba86f80c39d18af	29	Net official development assistance (ODA) to landlocked developing countries (LLDCs) as a percentage of GNI	percent	1	1	1	%	%	As a percentage of Gross National Income, the amount of net official development assistance (ODA) granted to landlocked developing countries (LLDCs) reached 		As a percentage of Gross National Income, the amount of net official development assistance (ODA) granted to landlocked developing countries (LLDCs)		 declined from 	 increased from 	
17	17.2	C170201	17.2.1			DC_ODA_TOTG	2f9645c2305e4bee9d5fcc3d1e7844ae	29	Net official development assistance (ODA) as a percentage of GNI	percent	1	0	1	%	%	As a percentage of Gross National Income, the amount of net official development assistance (ODA) reached 		As a percentage of Gross National Income, the amount of net official development assistance (ODA)		 declined from 	 increased from 	
17	17.2	C170201	17.2.1			DC_ODA_TOTL	3d8126b8c3d34e45b1f6d5914b991968	29	Net official development assistance (ODA)	millions of constant 2018 dollars	1	1	1	 million dollars	 million dollars	At constant 2018 prices, net official development assistance (ODA) was 		At constant 2018 prices, net official development assistance (ODA) 		 declined from 	 increased from 	
17	17.3	C170303	17.3.1			GF_FRN_FDI	934e2d3838594f97b0f6f4cb614e4fe2	206	Foreign direct investment (FDI) inflows	millions of dollars	1	1	1	 million dollars	 million dollars	Foreign direct investment (FDI) inflows reached 		Foreign direct investment (FDI) inflows 		 declined from 	 increased from 	
17	17.3	C170302	17.3.2			BX_TRF_PWKR	8909db6c6a5d4d20bdef8f3d57dd1109	190	Remittances in dollars as a proportion of total GDP	percent	1	1	9	% of GDP	%	the inflow of personal remittances was 		the inflow of personal remittances 		down from 	up from 	
17	17.4	C170401	17.4.1			DT_TDS_DECT	3c5fbc180bb74fe5992a9afb9519e146	120	Debt service as a proportion of exports of goods and services	percent	1	1	1	%	%	Debt service as a proportion of exports of goods and services was 		Debt service as a proportion of exports of goods and services 		 declined from 	 increased from 	
17	17.6	C170602	17.6.1			IT_NET_BBP	0d2420834ee949db9e4fddd68f15877e	215	Fixed Internet broadband subscriptions	per 100 inhabitants	1	1	1	 per 100 inhabitants		Fixed-broadband internet penetration reached 		Fixed-broadband internet penetration reached 		 declined from 	 increased from 	
17	17.8	C170801	17.8.1	Fixed a typo	CHECK TEXT	IT_USE_ii99	a2758c4850034da18842ceecaebf240f	223	Internet users 	per 100 inhabitants	1	1	1			The number of Internet users per 100 inhabitants was 		The number of Internet users per 100 inhabitants 		 declined from 	 increased from 	
17	17.9	C170901	17.9.1			DC_FTA_TOTAL	c043ea3f8a244d2aba1d7f2044e3cad6	156	Total official development assistance (gross disbursement) for technical cooperation	millions of 2018 dollars	1	1	1	 million dollars	 million dollars	The total gross disbursement of official development assistance for technical cooperation in constant prices of 2018 stood at 		The total gross disbursement of official development assistance for technical cooperation in constant prices of 2018 		 declined from 	 increased from 	
17	17.10	C171001	17.10.1			TM_TAX_WMFN	c7c707d4f19d405da83b0424da753242	166	Worldwide weighted tariff-average, most-favoured-nation status	percent	1	1	1	%	%	The worldwide weighted tariff-average for countries with most-favoured-nation status was 		The worldwide weighted tariff-average for countries with most-favoured-nation status 		 declined from 	 increased from 	
17	17.10	C171001	17.10.1			TM_TAX_WMPS	dd1123c07b91456a9f048cc0cf1fe76b	166	Worldwide weighted tariff-average, preferential status	percent	1	1	1	%	%	The worldwide weighted tariff-average for countries with preferential status was 		The worldwide weighted tariff-average for countries with preferential status 		 declined from 	 increased from 	
17	17.12	C171201	17.12.1			TM_TAX_DMFN	1c5d2c0c3b5b4816a6604ff3b3c04f4e	168	Average tariff applied by developed countries, most-favored nation status	percent	1	1	1	%	%	The average most-favored nation status tariff applied by developed countries was 		The average most-favored nation status tariff applied by developed countries 		 declined from 	 increased from 	
17	17.12	C171201	17.12.1			TM_TAX_DPRF	484cadaa3b0f4802a9ab6f27507694a6	168	Average tariff applied by developed countries, preferential status	percent	1	1	1	%	%	The average preferential status tariff applied by developed countries was 		The average preferential status tariff applied by developed countries 		 declined from 	 increased from 	
17	17.19	C171901	17.19.1			SG_STT_CAPTY	72d9ad30afef4031b2fccbf49a142181	129	Dollar value of all resources made available to strengthen statistical capacity in developing countries	dollars	1	1	1	dollars	dollars	The value of all resources made available to strengthen statistical capacity in developing countries was 		The value of all resources made available to strengthen statistical capacity in developing countries 		 declined from 	 increased from 	
