,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
2,2,'12,'12.4,12.4.2,EN_HAZ_TREATV,"Hazardous waste treated, by type of treatment (Tonnes)",10,2012.0,2.5,2.0,1.0,2.0,0.0,48,202,Sub-Saharan Africa
3,3,'12,'12.4,12.4.2,EN_HAZ_TREATV,"Hazardous waste treated, by type of treatment (Tonnes)",8,2013.0,8.5,1.0,1.0,1.0,0.0,33,419,Latin America and the Caribbean
4,4,'12,'12.4,12.4.2,EN_HAZ_TREATV,"Hazardous waste treated, by type of treatment (Tonnes)",36,2016.0,7.0,3.0,1.0,3.0,0.0,45,513,Europe and Northern America
5,5,'12,'12.4,12.4.2,EN_HAZ_TREATV,"Hazardous waste treated, by type of treatment (Tonnes)",1,2017.0,12.0,1.0,1.0,1.0,0.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.4,12.4.2,EN_HAZ_TREATV,"Hazardous waste treated, by type of treatment (Tonnes)",12,2015.0,7.0,2.5,1.0,2.5,0.0,24,747,Northern Africa and Western Asia
7,7,'12,'12.4,12.4.2,EN_HAZ_TREATV,"Hazardous waste treated, by type of treatment (Tonnes)",2,2016.0,9.5,2.5,1.0,2.5,0.0,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",69,2016.0,7.0,1.0,0.0,,,194,1,World
0,0,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",0,,,,,,,2,53,Australia and New Zealand
1,1,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",6,2017.0,3.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",8,2009.5,2.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",6,2008.5,7.5,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",35,2016.0,7.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",1,2017.0,12.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",10,2014.5,7.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.4,12.4.2,EN_HAZ_TRTDISR,"Hazardous waste treated or disposed, rate (%)",3,2017.0,18.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),75,2016.0,7.0,1.0,0.0,,,194,1,World
0,0,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),0,,,,,,,2,53,Australia and New Zealand
1,1,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),6,2017.0,3.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),10,2012.5,2.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),8,2012.0,7.5,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),36,2016.0,7.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),1,2017.0,12.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),11,2015.0,7.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.4,12.4.2,EN_HAZ_TRTDISV,Hazardous waste treated or disposed (Tonnes),3,2017.0,18.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),70,2019.0,10.0,1.0,0.0,,,194,1,World
0,0,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),1,2019.0,8.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),2,2019.0,4.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),8,2019.0,4.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),13,2019.0,7.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),39,2019.0,10.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),4,2019.0,5.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.5,12.5.1,EN_EWT_RCYV,Electronic waste recycling (Tonnes),3,2019.0,10.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",68,2017.0,1.0,1.0,0.0,,,194,1,World
0,0,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",1,2018.0,1.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",2,2016.5,1.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",8,2017.5,1.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",12,2015.0,1.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",38,2017.0,1.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",4,2015.5,1.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.5,12.5.1,EN_EWT_RCYR,"Electronic waste recycling, rate (%)",3,2017.0,1.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",70,2019.0,10.0,1.0,0.0,,,194,1,World
0,0,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",1,2019.0,8.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",2,2019.0,4.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",8,2019.0,4.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",13,2019.0,7.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",39,2019.0,10.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",4,2019.0,5.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.5,12.5.1,EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",3,2019.0,10.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),106,2018.0,11.0,1.0,0.0,,,194,1,World
0,0,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),2,2018.0,11.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),9,2018.0,11.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),11,2018.0,11.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),19,2018.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),40,2018.0,11.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),3,2018.0,11.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),13,2018.0,11.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.b,12.b.1,ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables),9,2018.0,11.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),106,2018.0,11.0,1.0,0.0,,,194,1,World
0,0,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),2,2018.0,11.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),9,2018.0,11.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),11,2018.0,11.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),19,2018.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),40,2018.0,11.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),3,2018.0,11.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),13,2018.0,11.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.b,12.b.1,ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),9,2018.0,11.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),106,2018.0,11.0,1.0,0.0,,,194,1,World
0,0,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),2,2018.0,11.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),9,2018.0,11.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),11,2018.0,11.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),19,2018.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),40,2018.0,11.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),3,2018.0,11.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),13,2018.0,11.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.b,12.b.1,ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),9,2018.0,11.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),126,2017.0,3.0,1.0,0.0,,,194,1,World
0,0,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),1,2017.0,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),12,2017.0,3.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),31,2017.0,3.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),26,2017.0,3.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),24,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),21,2017.0,3.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.c,12.c.1,ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),11,2017.0,3.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),132,2017.0,3.0,1.0,0.0,,,194,1,World
0,0,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),1,2017.0,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),12,2017.0,3.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),32,2017.0,3.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),26,2017.0,3.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),25,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),4,2017.0,2.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),21,2017.0,3.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.c,12.c.1,ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),11,2017.0,3.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),127,2017.0,3.0,1.0,0.0,,,194,1,World
0,0,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),1,2017.0,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),12,2017.0,3.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),32,2017.0,3.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),26,2017.0,3.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),24,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),21,2017.0,3.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.c,12.c.1,ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),11,2017.0,3.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),70,2015.5,4.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),0,,,,,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),7,2017.0,5.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),20,2016.0,3.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),19,2014.0,7.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),3,2015.0,1.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),5,2013.0,1.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),4,2010.5,3.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_MISS,Number of missing persons due to disaster (number),12,2017.0,4.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),123,2017.0,8.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),11,2018.0,7.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),32,2017.0,8.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),27,2015.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),15,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),9,2014.0,6.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),14,2017.0,7.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),13,2017.0,7.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),124,2017.0,6.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),2,2017.5,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),11,2018.0,6.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),33,2017.0,6.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),27,2015.0,10.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),17,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),7,2015.0,4.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),14,2017.0,6.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_MORT,Number of deaths due to disaster (number),13,2017.0,8.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",124,2017.0,7.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",2,2017.5,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",11,2018.0,6.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",33,2017.0,7.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",27,2015.0,10.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",17,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",7,2015.0,4.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",14,2017.0,6.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",13,2017.0,8.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),128,2017.0,8.5,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),11,2018.0,9.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),34,2017.0,8.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),27,2017.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),17,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),10,2014.5,5.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),14,2017.0,7.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
