goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2002	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	5	South America	4	419	Latin America and the Caribbean	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global														7.40227	7.40227				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	5	South America	4	419	Latin America and the Caribbean	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global														6.96458	6.96458				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1	Q1	Quintile 1 (poorest)	[2010]	2010	2010	1	PT	Percentage	G	Global								3.8145							3.8145			Household Income and Expenditure Survey	Bangladesh Bureau of Statistics - Ministry of Planning		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1	_T	Total (national average) or no breakdown	[2010]	2010	2010	1	PT	Percentage	G	Global								4.32							4.32			Household Income and Expenditure Survey	Bangladesh Bureau of Statistics - Ministry of Planning		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1	_T	Total (national average) or no breakdown	[2009]	2009	2009	1	PT	Percentage	G	Global							8.29858								8.29858			Household and Youth Survey	World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1	Q1	Quintile 1 (poorest)	[2009]	2009	2009	1	PT	Percentage	G	Global							6.85028								6.85028			Household and Youth Survey	World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1	Q1	Quintile 1 (poorest)	[2014]	2014	2014	1	PT	Percentage	G	Global												2.30183			2.30183			InquĂŠrito Sobre OrĂ§amento Familiar 2014-2015	Instituto Nacional de EstatĂ­stica - Governo de MoĂ§ambique		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1	_T	Total (national average) or no breakdown	[2014]	2014	2014	1	PT	Percentage	G	Global												1.1965			1.1965			InquĂŠrito Sobre OrĂ§amento Familiar 2014-2015	Instituto Nacional de EstatĂ­stica - Governo de MoĂ§ambique		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7	PT	Percentage	G	Global						2.94078	4.14208	6.29827	4.34558	3.32451	3.20584	0.8872			0.8872			[2008-2012]: Integrated Living Conditions Survey // [2013-2014]: Integrated Living Conditions Survey	National Statistical Service of the Republic of Armenia		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	Q1	Quintile 1 (poorest)	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7	PT	Percentage	G	Global						2.7243	4.4735	5.49662	6.51984	2.99704	3.39142	0.78219			0.78219			[2008-2012]: Integrated Living Conditions Survey // [2013-2014]: Integrated Living Conditions Survey	National Statistical Service of the Republic of Armenia		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1	_T	Total (national average) or no breakdown	[2009, 2014]	2009	2014	2	PT	Percentage	G	Global							3.57803					7.40737			7.40737			Encuesta Nacional de Hogares sobre MediciĂłn de Nivel de Vida	[2009]: Instituto Nacional de Estadisticas y Censos // [2014]: National Institute of Development Information		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1	Q1	Quintile 1 (poorest)	[2009, 2014]	2009	2014	2	PT	Percentage	G	Global							1.48619					6.19888			6.19888			Encuesta Nacional de Hogares sobre MediciĂłn de Nivel de Vida	[2009]: Instituto Nacional de Estadisticas y Censos // [2014]: National Institute of Development Information		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	Q1	Quintile 1 (poorest)	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6	PT	Percentage	G	Global						8.74257	1.22304	1.27347	0.66733	0.84373		0.99448			0.99448			[2008]: Encuesta de Niveles de Vida // [2009]: Encuesta de Hogares // [2010-2012,2014]: Encuesta de Mercado Laboral	[2008]: Ministerio de Economia y Finanzas (MEF) // [2009]: Instituto Nacional de Estadistica y Censos // [2010]: Instituto Nacional de Estadistica y Censos - Contraloria General de Republica de Panama // [2011]: Instituto Nacional de Estadistica y Censo // [2012,2014]: Instituto Nacional de Estadistica y Censos		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6	PT	Percentage	G	Global						15.37614	0.94233	1.23599	0.76738	0.64965		0.8354			0.8354			[2008]: Encuesta de Niveles de Vida // [2009]: Encuesta de Hogares // [2010-2012,2014]: Encuesta de Mercado Laboral	[2008]: Ministerio de Economia y Finanzas (MEF) // [2009]: Instituto Nacional de Estadistica y Censos // [2010]: Instituto Nacional de Estadistica y Censos - Contraloria General de Republica de Panama // [2011]: Instituto Nacional de Estadistica y Censo // [2012,2014]: Instituto Nacional de Estadistica y Censos		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1	Q1	Quintile 1 (poorest)	[2013]	2013	2013	1	PT	Percentage	G	Global											1.30727				1.30727			Encuesta Nacional de Hogares	Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1	_T	Total (national average) or no breakdown	[2013]	2013	2013	1	PT	Percentage	G	Global											0.70996				0.70996			Encuesta Nacional de Hogares	Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	Q1	Quintile 1 (poorest)	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8	PT	Percentage	G	Global			47.56495	42.27875	31.78217	24.77924	27.50686	5.86095	4.05343	4.33946					4.33946			Household Budget Survey	Central Statistical Office of Poland - CSO		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	_T	Total (national average) or no breakdown	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8	PT	Percentage	G	Global			24.52726	21.01191	16.11297	12.46534	14.15517	3.47952	2.58855	2.76575					2.76575			Household Budget Survey	Central Statistical Office of Poland - CSO		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	Q1	Quintile 1 (poorest)	[2008, 2011, 2012]	2008	2012	3	PT	Percentage	G	Global						1.48785			3.44867	2.21701					2.21701			Household Budget Survey	[2008,2012]: National Institute of Statistics - NIS // [2011]: National Institute of Statistics - NIS		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	_T	Total (national average) or no breakdown	[2008, 2011, 2012]	2008	2012	3	PT	Percentage	G	Global						1.51533			2.99951	2.2849					2.2849			Household Budget Survey	[2008,2012]: National Institute of Statistics - NIS // [2011]: National Institute of Statistics - NIS		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	_T	Total (national average) or no breakdown	[2007, 2014, 2015, 2016]	2007	2016	4	PT	Percentage	G	Global					0.74034							3.2594	2.80834	2.85534	2.85534			[2007]: Household Budget Survey // [2014-2016]: Statistical Survey of Income and Participation in Social Programs	[2007]: Federal State Statistics Service (ROSSTAT) // [2014-2016]: State Committee of the Russian Federation on Statistics		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	Q1	Quintile 1 (poorest)	[2007, 2014, 2015, 2016]	2007	2016	4	PT	Percentage	G	Global					1.43375							8.65341	7.72374	7.317	7.317			[2007]: Household Budget Survey // [2014-2016]: Statistical Survey of Income and Participation in Social Programs	[2007]: Federal State Statistics Service (ROSSTAT) // [2014-2016]: State Committee of the Russian Federation on Statistics		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1	_T	Total (national average) or no breakdown	[2005, 2010, 2013]	2005	2013	3	PT	Percentage	G	Global			33.5426					6.27106			5.44674				5.44674			[2005]: Enquete Integrale sur les Conditions de Vie des menages (EICV) // [2010]: Integrated Household Living Conditions Survey 2010-2011 // [2013]: Integrated Household Living Conditions Survey 2013-2014	National Institute of Statistics of Rwanda (NISR) - Ministry of Finance and Economic Planning (MINECOFIN)		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1	Q1	Quintile 1 (poorest)	[2005, 2010, 2013]	2005	2013	3	PT	Percentage	G	Global			17.55958					5.3329			4.4783				4.4783			[2005]: Enquete Integrale sur les Conditions de Vie des menages (EICV) // [2010]: Integrated Household Living Conditions Survey 2010-2011 // [2013]: Integrated Household Living Conditions Survey 2013-2014	National Institute of Statistics of Rwanda (NISR) - Ministry of Finance and Economic Planning (MINECOFIN)		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1	Q1	Quintile 1 (poorest)	[2011]	2011	2011	1	PT	Percentage	G	Global									3.56786						3.56786			Enquete de Suivi de la Pauvrete au Senegal 2011	Agence Nationale de la Statistique et de la Demographie - Ministere de l Economie et des Finances (MEF)		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1	_T	Total (national average) or no breakdown	[2011]	2011	2011	1	PT	Percentage	G	Global									2.08364						2.08364			Enquete de Suivi de la Pauvrete au Senegal 2011	Agence Nationale de la Statistique et de la Demographie - Ministere de l Economie et des Finances (MEF)		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	_T	Total (national average) or no breakdown	[2015]	2015	2015	1	PT	Percentage	G	Global													1.61207		1.61207			Household Budget Survey	Statistical Office of the Republic of Serbia - SORS		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	Q1	Quintile 1 (poorest)	[2015]	2015	2015	1	PT	Percentage	G	Global													2.15688		2.15688			Household Budget Survey	Statistical Office of the Republic of Serbia - SORS		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1	_T	Total (national average) or no breakdown	[2007]	2007	2007	1	PT	Percentage	G	Global					2.03118										2.03118			Household Budget Survey	Bosnia and Herzegovina Agency for Statistics - BHAS, Institute of Statistics of the Federation of Bosnia and Herzegovina - FIS, Institute of Statistics of the Republika Srpska - RSIS		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1	Q1	Quintile 1 (poorest)	[2007]	2007	2007	1	PT	Percentage	G	Global					3.5248										3.5248			Household Budget Survey	Bosnia and Herzegovina Agency for Statistics - BHAS, Institute of Statistics of the Federation of Bosnia and Herzegovina - FIS, Institute of Statistics of the Republika Srpska - RSIS		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	_T	Total (national average) or no breakdown	[2009]	2009	2009	1	PT	Percentage	G	Global							5.71974								5.71974			Household Income and Living Conditions Survey	Eurostat - European Commission		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	Q1	Quintile 1 (poorest)	[2009]	2009	2009	1	PT	Percentage	G	Global							11.96245								11.96245			Household Income and Living Conditions Survey	Eurostat - European Commission		CA: Country adjusted data
