goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								Y_GE15	15 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	3.5	3.92	4.23	4.46	4.41	4.45	4.33	4.28	4.36	4.44	4.21	4.15	4.07	4.06	4.03	4.07	3.98	3.89	3.78	3.82	3.82				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	8.03	8.89	9.65	10.13	10.2	10.43	10.22	9.95	9.96	10.18	9.72	9.89	9.75	9.9	10.01	10.27	10.08	10.03	9.89	10.08	10.08				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								Y_GE25	25 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	2.69	3.02	3.3	3.47	3.39	3.42	3.34	3.32	3.51	3.63	3.45	3.4	3.38	3.44	3.45	3.5	3.49	3.4	3.3	3.34	3.34				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								Y_GE15	15 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	3.77	4.16	4.52	4.73	4.67	4.71	4.61	4.53	4.68	4.79	4.53	4.46	4.38	4.39	4.36	4.41	4.33	4.22	4.1	4.14	4.14				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								Y15T24	15 to 24 years old	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	8.7	9.49	10.33	10.83	10.82	11.03	10.85	10.57	10.62	10.83	10.34	10.45	10.29	10.43	10.54	10.85	10.62	10.53	10.4	10.57	10.57				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								Y_GE25	25 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	2.13	2.48	2.64	2.85	2.78	2.79	2.7	2.78	2.81	2.85	2.76	2.72	2.7	2.69	2.7	2.76	2.7	2.68	2.61	2.64	2.64				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								Y_GE15	15 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	3.17	3.61	3.86	4.1	4.07	4.11	3.96	3.95	3.95	3.99	3.8	3.75	3.66	3.62	3.59	3.62	3.51	3.46	3.37	3.41	3.41				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y_GE25	25 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	2.95	3.1	2.95	3.72	4.31	4.41	4.22	4.03	3.38	3.73	4.57	4.25	4.18	4.27	4.4	4.35	4.47	4.61	4.76		4.76			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y15T24	15 to 24 years old	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	4.11	5.49	3.93	8.72	7.36	9.08	7.47	7.39	7.39	8.99	8.68	7.9	8.0	8.78	8.56	8.4	8.4	7.98	7.46		7.46			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y_GE15	15 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	3.13	3.46	3.1	4.49	4.76	5.09	4.71	4.51	3.97	4.52	5.19	4.79	4.73	4.92	4.99	4.91	5.01	5.06	5.11		5.11			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	2.67	2.49	2.92	4.12	4.32	4.44	4.0	3.65	3.35	4.12	4.8	4.4	4.48	4.75	4.83	4.8	4.92	4.8	4.71		4.71			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	5.0	5.63	5.59	8.5	7.71	8.76	7.7	7.13	7.02	8.48	8.22	7.7	8.33	8.75	8.6	8.82	8.58	8.07	7.95		7.95			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y15T24	15 to 24 years old	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	5.8	5.75	7.14	8.29	8.04	8.46	7.92	6.9	6.67	7.98	7.79	7.51	8.63	8.72	8.64	9.23	8.76	8.15	8.41		8.41			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y_GE25	25 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	1.76	1.09	2.1	3.11	3.32	3.2	2.68	2.3	2.23	3.14	3.96	3.54	3.61	3.98	4.1	4.07	4.29	4.07	3.82		3.82			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y_GE15	15 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	2.3	1.7	2.78	3.81	3.94	3.89	3.4	2.93	2.82	3.77	4.48	4.07	4.28	4.6	4.69	4.7	4.84	4.57	4.37		4.37			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	2.28	1.98	2.48	3.38	3.76	3.74	3.38	3.08	2.76	3.41	4.24	3.86	3.87	4.11	4.24	4.19	4.37	4.32	4.26		4.26			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y_GE25	25 years old and over	F	Female	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													6.4	6.29	5.73	7.12	9.6	10.68	10.41		10.41			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y15T24	15 to 24 years old	F	Female	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													20.04	19.57	19.15	24.0	31.64	33.69	32.78		32.78			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y_GE15	15 years old and over	F	Female	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													9.02	8.73	8.08	10.02	13.43	14.68	14.19		14.19			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y_GE25	25 years old and over	M	Male	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													3.96	3.86	3.84	5.07	7.19	8.18	7.74		7.74			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y15T24	15 to 24 years old	M	Male	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													13.19	13.26	13.35	16.85	23.92	25.74	25.28		25.28			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y_GE15	15 years old and over	M	Male	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													5.79	5.64	5.57	7.19	10.18	11.34	10.84		10.84			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													5.02	4.92	4.66	5.97	8.25	9.29	8.94		8.94			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													16.11	15.95	15.82	19.89	27.23	29.2	28.54		28.54			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global													7.19	6.98	6.66	8.43	11.6	12.82	12.33		12.33			Repository: ILO-STATISTICS - Micro data processing	HS - Continuous National Household Sample Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			Y_GE15	15 years old and over	F	Female	[2001, 2002, 2003, 2006, 2007, 2008, 2009, 2010]	2001	2010	8	PT	Percentage	G	Global		25.53	24.08	20.93			23.77	25.68	24.19	22.29	22.0										22.0			[2001-2002,2006-2007]: Data reference period: September // [2003]: Data reference period: September | Break in series: Methodology revised // [2009-2010]: Data reference period: November | Age coverage - maximum age: 65 years old	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			Y_GE15	15 years old and over	M	Male	[2001, 2002, 2003, 2006, 2007, 2008, 2009, 2010]	2001	2010	8	PT	Percentage	G	Global		8.22	8.3	7.75			5.28	5.21	8.35	5.69	6.23										6.23			[2001-2002,2006-2007]: Data reference period: September // [2003]: Data reference period: September | Break in series: Methodology revised // [2009-2010]: Data reference period: November | Age coverage - maximum age: 65 years old	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2001, 2002, 2003, 2006, 2007, 2008, 2009, 2010]	2001	2010	8	PT	Percentage	G	Global		11.63	11.68	10.28			8.17	8.42	10.94	8.14	8.61										8.61			[2001-2002,2006-2007]: Data reference period: September // [2003]: Data reference period: September | Break in series: Methodology revised // [2009-2010]: Data reference period: November | Age coverage - maximum age: 65 years old	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2002, 2003, 2007, 2008, 2009, 2010]	2002	2010	6	PT	Percentage	G	Global			26.32	19.47				19.09	22.39	16.67	20.38										20.38			[2002,2007]: Data reference period: September // [2003]: Data reference period: September | Break in series: Methodology revised // [2009-2010]: Data reference period: November | Age coverage - maximum age: 65 years old	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			Y15T24	15 to 24 years old	M	Male	[2002, 2003, 2007, 2008, 2009, 2010]	2002	2010	6	PT	Percentage	G	Global			21.41	15.59				13.11	17.16	12.06	16.45										16.45			[2002,2007]: Data reference period: September // [2003]: Data reference period: September | Break in series: Methodology revised // [2009-2010]: Data reference period: November | Age coverage - maximum age: 65 years old	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			Y_GE25	25 years old and over	M	Male	[2002, 2003, 2007, 2008, 2009, 2010]	2002	2010	6	PT	Percentage	G	Global			2.18	4.56				2.61	5.7	3.98	3.33										3.33			[2002,2007]: Data reference period: September // [2003]: Data reference period: September | Break in series: Methodology revised // [2009-2010]: Data reference period: November | Age coverage - maximum age: 65 years old	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2002, 2003, 2007, 2008, 2009, 2010]	2002	2010	6	PT	Percentage	G	Global			3.9	6.32				4.85	7.44	5.85	5.3										5.3			[2002,2007]: Data reference period: September // [2003]: Data reference period: September | Break in series: Methodology revised // [2009-2010]: Data reference period: November | Age coverage - maximum age: 65 years old	LFS - Labour force survey		C: Country data
