series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			A	Normal value	[2007, 2008, 2009]	2007	2009	3	PT	Percentage	G	Global							19.45881	18.7564	22.79501										22.79501				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	8.57929	8.69218	9.44135	9.29111	9.19435	9.402	9.34768	10.07244	9.78704	10.52218	11.59179	11.50411	11.32222	10.08892	8.87273	8.44797	8.32367	8.11679	8.11679				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1			A	Normal value	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global												28.53426	26.57295	25.68357	24.374	24.12673	24.2293	24.24334	24.24334				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	780	Trinidad and Tobago	5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	15	PT	Percentage	G	Global	1.89697	2.07273	1.38812	1.05228	0.91051	0.73221	0.66392	0.55805	0.78049	0.69303	0.65291	0.63898	0.72315	0.73728	1.04988				1.04988				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	784	United Arab Emirates	4	145	Western Asia	Country	53.98279159	23.43322219	ARE	1	1			A	Normal value	[2012, 2013, 2014, 2015, 2018]	2012	2018	5	PT	Percentage	G	Global												0.63889	0.64377	0.63952	0.74103			0.73884	0.73884				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2001	2012	12	PT	Percentage	G	Global	9.4217	8.29848	9.29147	9.90263	9.16981	9.28069	8.64315	7.84942	8.45657	7.5346	8.53469	9.08434							9.08434				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1			A	Normal value	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13	PT	Percentage	G	Global						8.16185	7.51846	7.48418	8.13	9.02607	8.23521	7.75276	6.72532	6.58973	6.90347	6.18375	6.08212	5.8175	5.8175				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			A	Normal value	[2002, 2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	12	PT	Percentage	G	Global		22.02517	21.97821	20.53746						17.95586	18.22677	18.7668	19.56518	19.99015	19.78022	19.84998	19.01433	18.3949	18.3949				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	16	PT	Percentage	G	Global	27.5583	24.96859	26.75145	25.69349	26.71339	25.17224	23.04699	24.06724	27.79258	24.38609	26.15784	26.25252	25.04966	24.97459	23.75555	23.3768			23.3768				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	13.97609	12.60325	10.49954	10.43704	8.87531	7.23906	6.283	6.5354	6.9054	7.44757	8.1966	7.81572	8.78639	10.15461	12.05938	11.7257	10.18636	10.13731	10.13731				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			A	Normal value	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2004	2018	15	PT	Percentage	G	Global				13.1611	13.65278	13.2372	13.41996	12.63003	12.99876	13.34032	13.86932	11.27263	11.27457	11.33771	11.39427	11.76927	11.48529	11.225	11.225				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	0.84337	0.90543	0.85417	0.80492	0.57109	0.58695	0.56561	0.64009	0.69445	0.62169	0.64032	0.66004	0.67218	0.66698	0.62147	0.60457	0.65377	0.63113	0.63113				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	15	PT	Percentage	G	Global	25.80475	25.47771	25.49677	26.04709	24.44286	24.805	22.91442	24.59153	25.82892	25.54662	25.07458	26.55093	26.79087	25.80258	26.74589				26.74589				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1			A	Normal value	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2017, 2018]	2004	2018	10	PT	Percentage	G	Global				23.38168	26.77199	25.23023	21.83895	27.31478	23.20569	24.14338	23.04314						21.33473	21.64767	21.64767				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			A	Normal value	[2003, 2004, 2005, 2006]	2003	2006	4	PT	Percentage	G	Global			9.63878	10.99679	8.74584	8.91385													8.91385				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1			A	Normal value	[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2011	2018	8	PT	Percentage	G	Global											31.62325	30.73355	29.49658	30.26363	30.77332	30.83726	30.07365	28.78812	28.78812				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	882	Samoa	4	61	Polynesia	Country	-172.4430749	-13.61541469	WSM	1	1			A	Normal value	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	PT	Percentage	G	Global										9.08444	8.8468	9.16347	10.37174	8.59992	8.8814	10.05286	10.27741	9.44016	9.44016				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	15.52743	15.36131	15.6171	15.58094	14.58855	13.20628	12.10559	11.454	11.55279	9.42095	9.24302	9.5674	8.67843	6.89579	5.07264	6.08364	4.02427	2.75788	2.75788				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	9	Oceania	2	1	World	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	4.16402	3.1118	3.06211	3.20903	3.00074	2.24857	2.38261	2.33102	2.23183	2.30854	2.30181	2.32977	2.26116	2.41521	2.43362	2.75521	2.63956	2.60872	2.60872				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	90	Solomon Islands	4	54	Melanesia	Country	160.1584117	-9.622391719	SLB	1	1			A	Normal value	[2011, 2012, 2013, 2014, 2015]	2011	2015	5	PT	Percentage	G	Global											28.38882	27.74945	27.52614	27.26282	26.05764				26.05764				UNSD national account estimates.		C: Country data
