goal	target	indicator_code	indicator_ref	series	hub_id	n_countries	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_code	sex_desc	age_code	age_desc	location_code	location_desc	educationLevel_code	educationLevel_desc	typeOfProduct_code	typeOfProduct_desc	typeOfSkill_code	typeOfSkill_desc	quantile_code	quantile_desc	modeOfTransportation_code	modeOfTransportation_desc	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	causeOfDeath_code	causeOfDeath_desc	disabilityStatus_code	disabilityStatus_desc	typeOfOccupation_code	typeOfOccupation_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	levelStatus_code	levelStatus_desc	migratoryStatus_code	migratoryStatus_desc	parliamentaryCommittees_code	parliamentaryCommittees_desc	policyDomains_code	policyDomains_desc	typeOfSpeed_code	typeOfSpeed_desc	activity_code	activity_desc	cities_code	cities_desc	ihrCapacity_code	ihrCapacity_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	policyInstruments_code	policyInstruments_desc	samplingStations_code	samplingStations_desc	substanceUseDisorders_code	substanceUseDisorders_desc	typeOfWasteTreatment_code	typeOfWasteTreatment_desc
12	'12.4	C120402	12.4.2	EN_EWT_GENV	6703c4ac06a04919ac91001888e03751	179	Electronic waste generated (Tonnes)	2000	2019	20	20	0.0																																																				
12	'12.4	C120402	12.4.2	EN_EWT_GENPCAP	4e1f4e2dfcd44b5e852ea6e5e8ab29de	179	Electronic waste generated, per capita (Kg)	2000	2019	20	20	0.0																																																				
12	'12.4	C120402	12.4.2	EN_EWT_RCYV	e939aba08f7c4853a9c3c5bca5b6b8db	75	Electronic waste recycling (Tonnes)	2010	2019	2	10	0.0																																																				
12	'12.5	C120501	12.5.1	EN_EWT_RCYV	e939aba08f7c4853a9c3c5bca5b6b8db	75	Electronic waste recycling (Tonnes)	2010	2019	2	10	0.0																																																				
12	'12.4	C120402	12.4.2	EN_EWT_RCYR	4e2711c3d7434151bb5a4865efc2a155	69	Electronic waste recycling, rate (%)	2011	2018	1	1	0.0																																																				
12	'12.5	C120501	12.5.1	EN_EWT_RCYR	4e2711c3d7434151bb5a4865efc2a155	69	Electronic waste recycling, rate (%)	2011	2018	1	1	0.0																																																				
12	'12.4	C120402	12.4.2	EN_EWT_RCYPCAP	a536bafbc5b54bb58cf0ef6d52986318	75	Electronic waste recycling, per capita (Kg)	2010	2019	2	10	0.0																																																				
12	'12.5	C120501	12.5.1	EN_EWT_RCYPCAP	a536bafbc5b54bb58cf0ef6d52986318	75	Electronic waste recycling, per capita (Kg)	2010	2019	2	10	0.0																																																				
12	'12.4	C120402	12.4.2	EN_HAZ_GENV	4da5e22f6d864bcc8256226359613d11	95	Hazardous waste generated (Tonnes)	2000	2017	1	18	0.0																																																				
12	'12.4	C120402	12.4.2	EN_HAZ_PCAP	17ca59f46f124c719d2905697d5305a6	95	Hazardous waste generated, per capita (Kg)	2000	2017	1	18	0.0																																																				
12	'12.4	C120402	12.4.2	EN_HAZ_GENGDP	25500819a82d49c0a650999547111b82	90	Hazardous waste generated, per unit of GDP (kilograms per constant 2015 United States dollars)	2000	2017	1	17	0.0																																																				
12	'12.4	C120402	12.4.2	EN_HAZ_TREATV	b9a320268de54ef883b09f114d92a949	68	Hazardous waste treated, by type of treatment (Tonnes)	2000	2017	1	18	1.0																																																			WT_INCINRT	Incineration
12	'12.4	C120402	12.4.2	EN_HAZ_TREATV	b9a320268de54ef883b09f114d92a949	69	Hazardous waste treated, by type of treatment (Tonnes)	2000	2017	1	18	1.0																																																			WT_LANDFIL	Landfilling
12	'12.4	C120402	12.4.2	EN_HAZ_TREATV	b9a320268de54ef883b09f114d92a949	63	Hazardous waste treated, by type of treatment (Tonnes)	2000	2017	1	18	1.0																																																			WT_RECYCL	Recycling
12	'12.4	C120402	12.4.2	EN_HAZ_TRTDISR	0abbd0bc360640daae7ceb0ca6fcba86	76	Hazardous waste treated or disposed, rate (%)	2000	2017	1	18	0.0																																																				
12	'12.4	C120402	12.4.2	EN_HAZ_TRTDISV	8e155f410796451e9a9a0d64fd57f906	82	Hazardous waste treated or disposed (Tonnes)	2000	2017	1	18	0.0																																																				
12	'12.4	C120402	12.4.2	EN_EWT_RCYV	97bd945d4c224260ade04ac8d51a8936	75	Electronic waste recycling (Tonnes)	2010	2019	2	10	0.0																																																				
12	'12.5	C120501	12.5.1	EN_EWT_RCYV	97bd945d4c224260ade04ac8d51a8936	75	Electronic waste recycling (Tonnes)	2010	2019	2	10	0.0																																																				
12	'12.4	C120402	12.4.2	EN_EWT_RCYR	18b86dace0ec47d2a35f9e04644c9529	69	Electronic waste recycling, rate (%)	2011	2018	1	1	0.0																																																				
12	'12.5	C120501	12.5.1	EN_EWT_RCYR	18b86dace0ec47d2a35f9e04644c9529	69	Electronic waste recycling, rate (%)	2011	2018	1	1	0.0																																																				
12	'12.4	C120402	12.4.2	EN_EWT_RCYPCAP	6e30a494bce840cdb71640867e181979	75	Electronic waste recycling, per capita (Kg)	2010	2019	2	10	0.0																																																				
12	'12.5	C120501	12.5.1	EN_EWT_RCYPCAP	6e30a494bce840cdb71640867e181979	75	Electronic waste recycling, per capita (Kg)	2010	2019	2	10	0.0																																																				
12	'12.b	C120b02	12.b.1	ST_EEV_STDACCT	d1e6fb1a1a1c446cbcba3b5e99757e0d	112	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables)	2008	2018	11	11	0.0																																																				
12	'12.b	C120b02	12.b.1	ST_EEV_ACCSEEA	e6e17e60ca6748d7b4d73800f280c912	112	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables)	2008	2018	11	11	0.0																																																				
12	'12.b	C120b02	12.b.1	ST_EEV_ACCTSA	7c12a5ed0ca847279be55c5eb8316d7b	112	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables)	2008	2018	11	11	0.0																																																				
12	'12.c	C120c01	12.c.1	ER_FFS_PRTSST	28fbb152ddc74ef4ae6e20e2998f408a	126	Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars)	2013	2017	1	3	0.0																																																				
12	'12.c	C120c01	12.c.1	ER_FFS_PRTSPC	c91f01b081f34ac0807c0b3013d24a6a	126	Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars)	2013	2017	1	3	0.0																																																				
12	'12.c	C120c01	12.c.1	ER_FFS_PRTSPR	ef01d6c93c404bea873fa46ec41df0e3	125	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	2013	2017	1	3	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_MISS	9af1eb24899841f4b881b37ca9ee69b3	77	Number of missing persons due to disaster (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_AFFCT	911b45189e6d4b60b7cfe4aa11c97601	132	Number of people affected by disaster (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_MORT	88c5e52e6dc4459a9d33ce174cb30d34	138	Number of deaths due to disaster (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_MTMP	cae82162e63e4b75aaece8b2388706c3	140	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_MTMN	ae69d1bf849343a4b62c0356d7c5d621	140	Number of deaths and missing persons attributed to disasters (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_DAFF	91b1e38032fa49ae89aed0caebcab537	132	Number of directly affected persons attributed to disasters per 100,000 population (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_IJILN	c99d513099d7420dbe5c16dbc1ef4121	124	Number of injured or ill people attributed to disasters (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_PDAN	524285f08d314c55b1dd607b7ef8cec4	123	Number of people whose damaged dwellings were attributed to disasters (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_PDYN	7b46edd06c4e4aceaac447ccea434426	114	Number of people whose destroyed dwellings were attributed to disasters (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200303	13.1.1	VC_DSR_PDLN	20135e3ea53c4caa99664154395aab98	97	Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)	2005	2019	1	15	0.0																																																				
13	'13.1	C200304	13.1.2	SG_DSR_LGRGSR	98f1b257d7b243a18616ccb009ef4313	93	Score of adoption and implementation of national DRR strategies in line with the Sendai Framework	2015	2019	1	5	0.0																																																				
13	'13.1	C200305	13.1.3	SG_DSR_SILS	9dee51bf18a9435aa5949e9876f4ffb0	82	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)	2015	2019	1	5	0.0																																																				
13	'13.1	C200305	13.1.3	SG_DSR_SILN	d4abbcecdac24cc28fbea9895027e896	84	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	2015	2019	1	5	0.0																																																				
13	'13.1	C200305	13.1.3	SG_GOV_LOGV	050c59a464f24931b168f6d2ae24ad8e	87	Number of local governments (number)	2015	2019	1	5	0.0																																																				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2016	2019	4	4	1.0																																															C02	QU39				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2016	2019	4	4	1.0																																															C01	KC10				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2010	1	1	1.0																																															C09	OVIDE-2010				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2010	1	1	1.0																																															C01	OISO-18				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2011	2011	1	1	1.0																																															C02	OISO-19				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2012	2012	1	1	1.0																																															C03	OISO-21				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2012	2012	1	1	1.0																																															C10	OVIDE-2012				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2013	2013	1	1	1.0																																															C04	OISO-22				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2014	2014	1	1	1.0																																															C11	OVIDE-2014				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2015	1	1	1.0																																															C05	OISO-24				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2016	2016	1	1	1.0																																															C06	OISO-26				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2017	2017	1	1	1.0																																															C07	OISO-27				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2018	2018	1	1	1.0																																															C08	OISO-28				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2019	10	10	1.0																																															C04	NRSNSI				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2018	9	9	1.0																																															C02	NRSKAI				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2018	9	9	1.0																																															C07	NRSYON				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2019	10	10	1.0																																															C06	NRSROT				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2018	9	9	1.0																																															C05	NRSPHB				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2019	10	10	1.0																																															C03	NRSMAI				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2012	2018	6	6	1.0																																															C01	NRSDAR				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																															C04	Dunedin Pylon				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																															C03	Chatham Islands				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																															C02	Bay of Plenty				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2018	4	4	1.0																																															C01	Auckland				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																															C08	Tasman Bay				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2018	4	4	1.0																																															C07	Stewart Island				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																															C10	Westcoast-Jackson Bay				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																															C06	Marlborough Sounds				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																															C05	Golden Bay				
14	'14.3	C140301	14.3.1	ER_OAW_MNACD	0445b5b08659485db6373344f5645566	1	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																															C09	Wellington				
14	'14.5	C140501	14.5.1	ER_MRN_MARINT	be1eb5aebdf24e43a91a769e3d6fbd2b	193	Protected marine area (Exclusive Economic Zones) (square kilometres)	2017	2018	1	1	0.0																																																				
14	'14.5	C140501	14.5.1	ER_MRN_MARIN	1a4acac4d7284c75a48b7c5d07dfdc36	191	Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%)	2018	2018	1	1	0.0																																																				
14	'14.5	C140501	14.5.1	ER_MRN_MPA	ca8a35f5e5c740faa0cbb6a2fc56a4b3	169	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	2000	2019	20	20	0.0																																																				
14	'14.6	C140601	14.6.1	ER_REG_UNFCIM	87393c0c8b1944a38be39415f7e7c636	165	Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)	2018	2018	1	1	0.0																																																				
14	'14.a	C140a01	14.a.1	ER_RDE_OSEX	a1014f965e8d4c659953f4b649ed7417	25	National ocean science expenditure as a share of total research and development funding (%)	2013	2017	1	5	0.0																																																				
14	'14.b	C140b01	14.b.1	ER_REG_SSFRAR	f08c66d9ffd84c008a0ce3458c6070e2	173	Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest)	2018	2018	1	1	0.0																																																				
15	'15.1	C150101	15.1.1	AG_LND_TOTL	9a4a60e678a94e3e8f44655e7e4bd4f6	245	Land area (thousands of hectares)	2015	2015	1	1	0.0																																																				
15	'15.1	C150101	15.1.1	AG_LND_FRSTN	09f04174488d4f8fabceddb8e2920dae	235	Forest area (thousands of hectares)	2000	2020	8	8	0.0																																																				
15	'15.1	C150101	15.1.1	AG_LND_FRST	4787e933dac34421b4b11427a0b78fbe	235	Forest area as a proportion of total land area (%)	2000	2020	8	8	0.0																																																				
15	'15.1	C150102	15.1.2	ER_PTD_FRWRT	92dd1f2e6b87403cba549c858fa8a913	155	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2000	2019	20	20	0.0																																																				
15	'15.1	C150102	15.1.2	ER_PTD_TERRS	0e15b1f426814c88b656233c733ac456	218	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	2000	2019	20	20	0.0																																																				
15	'15.2	C150201	15.2.1	AG_LND_FRSTBIOPHA	acbdd3bf76c24539a2fbb93c0de6f704	205	Above-ground biomass stock in forest (tonnes per hectare)	2000	2020	8	8	0.0																																																				
15	'15.2	C150201	15.2.1	AG_LND_FRSTCERT	13a621d222c243dc906d7ee53d13eff3	245	Forest area under an independently verified forest management certification scheme (thousands of hectares)	2000	2019	7	8	0.0																																																				
15	'15.2	C150201	15.2.1	AG_LND_FRSTCHG	494e02b3371a4a48acc40fbefc23e7ae	227	Forest area annual net change rate (%)	2010	2020	3	3	0.0																																																				
15	'15.2	C150201	15.2.1	AG_LND_FRSTMGT	97a2c09197db49979c54a5a64910891b	137	Proportion of forest area under a long-term management plan (%)	2000	2020	1	8	0.0																																																				
15	'15.2	C150201	15.2.1	AG_LND_FRSTPRCT	7b45bb09038a47e694f5297ce43371fb	169	Proportion of forest area within legally established protected areas (%)	2000	2020	1	8	0.0																																																				
15	'15.3	C150301	15.3.1	AG_LND_DGRD	1a14f2c331744324a66f01521443d7bf	124	Proportion of land that is degraded over total land area (%)	2015	2015	1	1	0.0																																																				
15	'15.4	C150401	15.4.1	ER_PTD_MOTN	5a2bf367cfd84cbfbcc613b710dc4386	175	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2000	2019	20	20	0.0																																																				
15	'15.4	C150402	15.4.2	ER_MTN_GRNCVI	3c069f554fc244dfaed3112a9f5c5948	207	Mountain Green Cover Index	2017	2017	1	1	0.0																																																				
15	'15.4	C150402	15.4.2	ER_MTN_TOTL	11571e6a88974fd3bf5479c0fa75cad2	159	Mountain area (square kilometres)	2017	2017	1	1	0.0																																																				
15	'15.4	C150402	15.4.2	ER_MTN_GRNCOV	02b47516abc34e109820591229a4a1c5	159	Mountain green cover area (square kilometres)	2017	2017	1	1	0.0																																																				
15	'15.5	C150501	15.5.1	ER_RSK_LSTI	e48a156bb2d0471bb38948f3c2005769	225	Red List Index	1993	2020	28	28	0.0																																																				
15	'15.6	C150601	15.6.1	ER_CBD_SMTA	0765d85f3d504a03ad69a5a773b62e3d	245	Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country (number)	2012	2019	8	8	0.0																																																				
15	'15.6	C150601	15.6.1	ER_CBD_NAGOYA	02b4ad21b6af44db9ae505297f0565ff	197	Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO)	2012	2017	1	1	0.0																																																				
15	'15.6	C150601	15.6.1	ER_CBD_ABSCLRHS	2fca69b7ab964cf2986cd84f55b012d4	197	Countries that have legislative, administrative and policy framework or measures reported to the Access and Benefit-Sharing Clearing-House (1 = YES; 0 = NO)	2012	2017	1	1	0.0																																																				
15	'15.6	C150601	15.6.1	ER_CBD_ORSPGRFA	06e4982ff3ea4b7aa8af6b2ec2a86951	245	Countries that have legislative, administrative and policy framework or measures reported through the Online Reporting System on Compliance  of the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO)	2016	2019	4	4	0.0																																																				
15	'15.6	C150601	15.6.1	ER_CBD_PTYPGRFA	d77c1391000b4750adb975bf39970133	245	Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO)	2012	2019	8	8	0.0																																																				
15	'15.8	C150801	15.8.1	ER_IAS_LEGIS	68ff36ca12774ffe850788e76f4b54f1	195	Legislation, Regulation, Act related to the prevention of introduction and management of Invasive Alien Species (1 = YES, 0 = NO)	2010	2016	2	2	0.0																																																				
15	'15.8	C150801	15.8.1	ER_IAS_NBSAP	ddbade03e28f4538a92cab32ef149e99	195	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	2016	2016	1	1	0.0																																																				
15	'15.9	C150902	15.9.1	ER_BDY_ABT2NP	5e21725e4db848b7b22de6097531b4ae	63	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																											ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate																								
15	'15.9	C150902	15.9.1	ER_BDY_ABT2NP	5e21725e4db848b7b22de6097531b4ae	16	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																											ABT2_NONTLT	No national target reflecting ABT 2																								
15	'15.9	C150902	15.9.1	ER_BDY_ABT2NP	5e21725e4db848b7b22de6097531b4ae	6	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																											ABT2_NOPROG	National target reflecting ABT2  exists, but no progress																								
15	'15.9	C150902	15.9.1	ER_BDY_ABT2NP	5e21725e4db848b7b22de6097531b4ae	39	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																											ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it																								
15	'15.9	C150902	15.9.1	ER_BDY_ABT2NP	5e21725e4db848b7b22de6097531b4ae	2	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																											ABT2_DIGRESS	National target reflecting ABT2 exists, but moving away from it																								
15	'15.9	C150902	15.9.1	ER_BDY_ABT2NP	5e21725e4db848b7b22de6097531b4ae	2	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																											ABT2_EXCEED	National target reflecting ABT2  exists and progress is on track to exceed it																								
15	'15.9	C150902	15.9.1	ER_BDY_SEEA	e5b388b58c8447a58995c05e46b609a4	68	Countries with integrated biodiversity values into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting  (1 = YES; 0 = NO)	2017	2017	1	1	0.0																																																				
15	'15.a	C200210	15.a.1	DC_ODA_BDVDL	679d771d9c964b2180f56b8749f7372e	28	Total official development assistance for biodiversity, by donor countries (millions of constant 2018 United States dollars)	2002	2018	6	17	0.0																																																				
15	'15.b	C200210	15.b.1	DC_ODA_BDVDL	679d771d9c964b2180f56b8749f7372e	28	Total official development assistance for biodiversity, by donor countries (millions of constant 2018 United States dollars)	2002	2018	6	17	0.0																																																				
15	'15.a	C200210	15.a.1	DC_ODA_BDVL	ba5f7039405d4859920b5f3e27b3fb1a	153	Total official development assistance for biodiversity, by recipient countries (millions of constant 2018 United States dollars)	2002	2018	1	17	0.0																																																				
15	'15.b	C200210	15.b.1	DC_ODA_BDVL	ba5f7039405d4859920b5f3e27b3fb1a	153	Total official development assistance for biodiversity, by recipient countries (millions of constant 2018 United States dollars)	2002	2018	1	17	0.0																																																				
15	'15.a	C200210	15.a.1	DC_ODA_BDVDL	8e883b4c57b64dc0bcc0d98482a80137	28	Total official development assistance for biodiversity, by donor countries (millions of constant 2018 United States dollars)	2002	2018	6	17	0.0																																																				
15	'15.b	C200210	15.b.1	DC_ODA_BDVDL	8e883b4c57b64dc0bcc0d98482a80137	28	Total official development assistance for biodiversity, by donor countries (millions of constant 2018 United States dollars)	2002	2018	6	17	0.0																																																				
15	'15.a	C200210	15.a.1	DC_ODA_BDVL	8dc0aac683df4f3fa29bc13a1fb8cb2d	153	Total official development assistance for biodiversity, by recipient countries (millions of constant 2018 United States dollars)	2002	2018	1	17	0.0																																																				
15	'15.b	C200210	15.b.1	DC_ODA_BDVL	8dc0aac683df4f3fa29bc13a1fb8cb2d	153	Total official development assistance for biodiversity, by recipient countries (millions of constant 2018 United States dollars)	2002	2018	1	17	0.0																																																				
16	'16.1	C160101	16.1.1	VC_IHR_PSRC	112971c9a0cd4783946b7eb5207be119	143	Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)	1990	2018	1	29	1.0	M	Male																																																		
16	'16.1	C160101	16.1.1	VC_IHR_PSRC	112971c9a0cd4783946b7eb5207be119	144	Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)	1990	2018	1	29	1.0	F	Female																																																		
16	'16.1	C160101	16.1.1	VC_IHR_PSRCN	594b13f3897f48d4afb1cdb77481e048	144	Number of victims of intentional homicide, by sex (number)	1990	2018	1	29	1.0	F	Female																																																		
16	'16.1	C160101	16.1.1	VC_IHR_PSRCN	594b13f3897f48d4afb1cdb77481e048	144	Number of victims of intentional homicide, by sex (number)	1990	2018	1	29	1.0	M	Male																																																		
16	'16.1	C160103	16.1.3	VC_VOV_PHYL	6dfe1bd8bae24d85aa1ee60a361566a1	38	Proportion of population subjected to physical violence in the previous 12 months, by sex (%)	2003	2018	1	15	1.0	_T	Both sexes																																																		
16	'16.1	C160103	16.1.3	VC_VOV_PHYL	6dfe1bd8bae24d85aa1ee60a361566a1	13	Proportion of population subjected to physical violence in the previous 12 months, by sex (%)	2009	2018	1	10	1.0	F	Female																																																		
16	'16.1	C160103	16.1.3	VC_VOV_PHYL	6dfe1bd8bae24d85aa1ee60a361566a1	13	Proportion of population subjected to physical violence in the previous 12 months, by sex (%)	2009	2018	1	10	1.0	M	Male																																																		
16	'16.1	C160103	16.1.3	VC_VOV_ROBB	8b7981e92353421895bb37a0a8225a6c	46	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	2004	2018	1	13	1.0	_T	Both sexes																																																		
16	'16.1	C160103	16.1.3	VC_VOV_ROBB	8b7981e92353421895bb37a0a8225a6c	28	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	2004	2018	1	13	1.0	F	Female																																																		
