n_countries	series	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_desc	sex_code	age_desc	age_code	location_desc	location_code	observationStatus_desc	observationStatus_code	educationLevel_desc	educationLevel_code	typeOfProduct_desc	typeOfProduct_code	typeOfSkill_desc	typeOfSkill_code	quantile_desc	quantile_code	modeOfTransportation_desc	modeOfTransportation_code	typeOfOccupation_desc	typeOfOccupation_code	causeOfDeath_desc	causeOfDeath_code	typeOfSpeed_desc	typeOfSpeed_code	policyDomains_desc	policyDomains_code	parliamentaryCommittees_desc	parliamentaryCommittees_code	nameOfInternationalInstitution_desc	nameOfInternationalInstitution_code	migratoryStatus_desc	migratoryStatus_code	levelStatus_desc	levelStatus_code	disabilityStatus_desc	disabilityStatus_code	typeOfWasteTreatment_desc	typeOfWasteTreatment_code	substanceUseDisorders_desc	substanceUseDisorders_code	samplingStations_desc	samplingStations_code	policyInstruments_desc	policyInstruments_code	nameOfNonCommunicableDisease_desc	nameOfNonCommunicableDisease_code	ihrCapacity_desc	ihrCapacity_code	groundsOfDiscrimination_desc	groundsOfDiscrimination_code	cities_desc	cities_code	activity_desc	activity_code
18	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	Male	M																	Professionals (isco-88)	ISCO88_2																																		
18	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	Male	M																	Technicians and associate professionals (isco-88)	ISCO88_3																																		
18	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	Male	M																	Clerks (isco-88)	ISCO88_4																																		
18	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	Both sexes	_T																	Service workers and shop and market sales workers (isco-88)	ISCO88_5																																		
18	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	Male	M																	Service workers and shop and market sales workers (isco-88)	ISCO88_5																																		
18	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	Male	M																	All occupations (isco-88)	_T																																		
9	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2006	2006	1	1	2.0	Both sexes	_T																	Skilled agricultural and fishery workers (isco-88)	ISCO88_6																																		
14	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2007	2018	1	11	2.0	Male	M																	Armed forces occupations (isco-08)	ISCO08_0																																		
13	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2012	2018	1	7	2.0	Female	F																	Armed forces occupations (isco-08)	ISCO08_0																																		
15	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2007	2018	1	11	2.0	Both sexes	_T																	Armed forces occupations (isco-08)	ISCO08_0																																		
11	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2009	2018	1	4	2.0	Female	F																	Not elsewhere classified (isco-08)	ISCO08_X																																		
13	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2009	2018	1	4	2.0	Both sexes	_T																	Not elsewhere classified (isco-08)	ISCO08_X																																		
12	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2009	2018	1	4	2.0	Male	M																	Not elsewhere classified (isco-08)	ISCO08_X																																		
15	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	Female	F																	Not elsewhere classified (isco-88)	ISCO88_X																																		
9	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2006	2006	1	1	2.0	Male	M																	Skilled agricultural and fishery workers (isco-88)	ISCO88_6																																		
8	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2006	2006	1	1	2.0	Female	F																	Skilled agricultural and fishery workers (isco-88)	ISCO88_6																																		
3	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	Both sexes	_T																	Armed forces (isco-88)	ISCO88_0																																		
3	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	Male	M																	Armed forces (isco-88)	ISCO88_0																																		
3	SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	Female	F																	Armed forces (isco-88)	ISCO88_0																																		
86	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	Both sexes	_T																													No breakdown	_T																						
62	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	Male	M																													No breakdown	_T																						
61	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	Female	F																													No breakdown	_T																						
20	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	Male	M																													Non-EU Migrants	MS_NONEUMIGRANT																						
23	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	1	7	2.0	Both sexes	_T																													Non-EU Migrants	MS_NONEUMIGRANT																						
26	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Female	F																													Non-migrant	MS_NOMIGRANT																						
27	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Male	M																													Non-migrant	MS_NOMIGRANT																						
27	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Both sexes	_T																													Non-migrant	MS_NOMIGRANT																						
20	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	Female	F																													Non-EU Migrants	MS_NONEUMIGRANT																						
20	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	1	7	2.0	Female	F																													EU Migrants	MS_EUMIGRANT																						
21	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	Both sexes	_T																													EU Migrants	MS_EUMIGRANT																						
21	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	Male	M																													EU Migrants	MS_EUMIGRANT																						
4	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Female	F																													Migrants	MS_MIGRANT																						
5	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Male	M																													Migrants	MS_MIGRANT																						
5	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Both sexes	_T																													Migrants	MS_MIGRANT																						
187	SL_EMP_GTOTL	Labour share of GDP (%)	2004	2017	14	14	0.0																																																						
85	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	Both sexes	_T																													No breakdown	_T																						
62	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	Male	M																													No breakdown	_T																						
62	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	Female	F																													No breakdown	_T																						
30	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Female	F																													Non-migrant	MS_NOMIGRANT																						
22	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	Both sexes	_T																													EU Migrants	MS_EUMIGRANT																						
21	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	1	7	2.0	Female	F																													EU Migrants	MS_EUMIGRANT																						
22	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	Male	M																													EU Migrants	MS_EUMIGRANT																						
21	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	Female	F																													Non-EU Migrants	MS_NONEUMIGRANT																						
21	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	Male	M																													Non-EU Migrants	MS_NONEUMIGRANT																						
23	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	1	7	2.0	Both sexes	_T																													Non-EU Migrants	MS_NONEUMIGRANT																						
30	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Male	M																													Non-migrant	MS_NOMIGRANT																						
30	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Both sexes	_T																													Non-migrant	MS_NOMIGRANT																						
7	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Female	F																													Migrants	MS_MIGRANT																						
7	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Male	M																													Migrants	MS_MIGRANT																						
7	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	Both sexes	_T																													Migrants	MS_MIGRANT																						
187	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	2000	2019	20	20	0.0																																																						
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Both sexes	_T																																																			No breakdown	_T
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Both sexes	_T																																																			Non-agriculture	ISIC4_BTU
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Both sexes	_T																																																			Agriculture, forestry and fishing	ISIC4_A
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Male	M																																																			No breakdown	_T
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Male	M																																																			Non-agriculture	ISIC4_BTU
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Male	M																																																			Agriculture, forestry and fishing	ISIC4_A
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Female	F																																																			No breakdown	_T
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Female	F																																																			Non-agriculture	ISIC4_BTU
69	SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	2000	2019	1	18	2.0	Female	F																																																			Agriculture, forestry and fishing	ISIC4_A
136	SL_LBR_NTLCPL	Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation	2015	2017	2	3	0.0																																																						
62	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2019	1	1	2.0	Female	F	5 to 17 years old	Y5T17																																																		
62	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2019	1	1	2.0	Both sexes	_T	5 to 17 years old	Y5T17																																																		
62	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2019	1	1	2.0	Male	M	5 to 17 years old	Y5T17																																																		
21	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2016	1	1	2.0	Female	F	5 to 14 years old	Y5T14																																																		
21	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2016	1	1	2.0	Male	M	5 to 14 years old	Y5T14																																																		
21	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2016	1	1	2.0	Both sexes	_T	5 to 14 years old	Y5T14																																																		
4	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2015	1	1	2.0	Both sexes	_T	7 to 17 years old	Y7T17																																																		
4	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2015	1	1	2.0	Male	M	7 to 17 years old	Y7T17																																																		
4	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2015	1	1	2.0	Female	F	7 to 17 years old	Y7T17																																																		
2	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2016	2017	1	1	2.0	Female	F	6 to 17 years old	Y6T17																																																		
2	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2016	2017	1	1	2.0	Male	M	6 to 17 years old	Y6T17																																																		
2	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2016	2017	1	1	2.0	Both sexes	_T	6 to 17 years old	Y6T17																																																		
2	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2017	1	1	2.0	Female	F	10 to 17 years old	Y10T17																																																		
2	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2017	1	1	2.0	Both sexes	_T	10 to 17 years old	Y10T17																																																		
2	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2017	1	1	2.0	Male	M	10 to 17 years old	Y10T17																																																		
57	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2019	1	1	2.0	Female	F	5 to 17 years old	Y5T17																																																		
57	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2019	1	1	2.0	Male	M	5 to 17 years old	Y5T17																																																		
57	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2019	1	1	2.0	Both sexes	_T	5 to 17 years old	Y5T17																																																		
21	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2015	1	1	2.0	Both sexes	_T	5 to 14 years old	Y5T14																																																		
21	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2015	1	1	2.0	Female	F	5 to 14 years old	Y5T14																																																		
21	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2015	1	1	2.0	Male	M	5 to 14 years old	Y5T14																																																		
2	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2012	2015	1	1	2.0	Male	M	7 to 17 years old	Y7T17																																																		
2	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2012	2015	1	1	2.0	Both sexes	_T	7 to 17 years old	Y7T17																																																		
2	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2012	2015	1	1	2.0	Female	F	7 to 17 years old	Y7T17																																																		
2	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2013	2017	1	1	2.0	Female	F	6 to 17 years old	Y6T17																																																		
2	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2013	2017	1	1	2.0	Male	M	6 to 17 years old	Y6T17																																																		
2	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2013	2017	1	1	2.0	Both sexes	_T	6 to 17 years old	Y6T17																																																		
1	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2017	2017	1	1	2.0	Female	F	10 to 17 years old	Y10T17																																																		
1	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2017	2017	1	1	2.0	Both sexes	_T	10 to 17 years old	Y10T17																																																		
1	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2017	2017	1	1	2.0	Male	M	10 to 17 years old	Y10T17																																																		
173	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	2000	2019	1	19	0.0																																																						
147	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2019	1	19	2.0	Male	M	15 to 24 years old	Y15T24																																																		
147	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2019	1	19	2.0	Female	F	15 to 24 years old	Y15T24																																																		
147	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2019	1	19	2.0	Both sexes	_T	15 to 24 years old	Y15T24																																																		
1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2009	1	1	2.0	Male	M	14 to 28 years old	Y14T28																																																		
1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2009	1	1	2.0	Female	F	14 to 28 years old	Y14T28																																																		
1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2009	1	1	2.0	Both sexes	_T	14 to 28 years old	Y14T28																																																		
4	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2018	1	19	2.0	Male	M	16 to 24 years old	Y16T24																																																		
4	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2018	1	19	2.0	Female	F	16 to 24 years old	Y16T24																																																		
4	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2018	1	19	2.0	Both sexes	_T	16 to 24 years old	Y16T24																																																		
1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2001	2016	16	16	2.0	Both sexes	_T	15 to 28 years old	Y15T28																																																		
1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2014	2015	2	2	2.0	Both sexes	_T	15 to 29 years old	Y15T29																																																		
1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2013	2	2	2.0	Both sexes	_T	14 to 24 years old	Y14T24																																																		
1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2013	2	2	2.0	Female	F	14 to 24 years old	Y14T24																																																		
1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2013	2	2	2.0	Male	M	14 to 24 years old	Y14T24																																																		
59	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	11	2.0	Both sexes	_T																																	No breakdown by disability	_T																		
59	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	11	2.0	Both sexes	_T																																	Persons without disability	PWD																		
56	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	Male	M																																	No breakdown by disability	_T																		
59	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	11	2.0	Both sexes	_T																																	Persons with disability	PD																		
56	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	Male	M																																	Persons without disability	PWD																		
56	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	Female	F																																	No breakdown by disability	_T																		
56	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	Female	F																																	Persons without disability	PWD																		
56	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	Male	M																																	Persons with disability	PD																		
54	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	Female	F																																	Persons with disability	PD																		
163	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Female	F	25 years old and over	Y_GE25																																																		
178	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Female	F	15 years old and over	Y_GE15																																																		
163	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Female	F	15 to 24 years old	Y15T24																																																		
163	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Male	M	25 years old and over	Y_GE25																																																		
163	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Male	M	15 to 24 years old	Y15T24																																																		
178	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Male	M	15 years old and over	Y_GE15																																																		
167	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Both sexes	_T	25 years old and over	Y_GE25																																																		
167	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Both sexes	_T	15 to 24 years old	Y15T24																																																		
181	SL_TLF_UEM	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	Both sexes	_T	15 years old and over	Y_GE15																																																		
155	SN_ITK_DEFCN	Number of undernourish people (millions)	2001	2018	11	18	0.0																																																						
155	SN_ITK_DEFC	Prevalence of undernourishment (%)	2001	2018	11	18	0.0																																																						
171	SP_ACS_BSRVH2O	Proportion of population using basic drinking water services, by location (%)	2000	2017	6	18	1.0					Rural	R																																																
228	SP_ACS_BSRVH2O	Proportion of population using basic drinking water services, by location (%)	2000	2017	6	18	1.0					All areas	_T																																																
178	SP_ACS_BSRVH2O	Proportion of population using basic drinking water services, by location (%)	2000	2017	7	18	1.0					Urban	U																																																
176	SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	2000	2017	7	18	1.0					Urban	U																																																
224	SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	2000	2017	7	18	1.0					All areas	_T																																																
170	SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	2000	2017	7	18	1.0					Rural	R																																																
222	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	2000	2018	1	19	2.0	Female	F	15 to 19 years old	Y15T19																																																		
126	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	2005	2019	1	1	2.0	Female	F	20 to 24 years old	Y20T24																																																		
126	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	2005	2019	1	1	2.0	Female	F	20 to 24 years old	Y20T24																																																		
10	SP_GNP_WNOWNS	Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)	2009	2019	1	5	0.0																																																						
10	SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	2009	2019	1	5	1.0	Both sexes	_T																																																				
10	SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	2009	2019	1	5	1.0	Male	M																																																				
10	SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	2009	2019	1	5	1.0	Female	F																																																				
112	ST_EEV_ACCSEEA	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables)	2008	2018	11	11	0.0																																																						
112	ST_EEV_ACCTSA	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables)	2008	2018	11	11	0.0																																																						
112	ST_EEV_STDACCT	Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (number of tables)	2008	2018	11	11	0.0																																																						
70	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	2008	2018	1	11	0.0																																																						
167	TM_TAX_DMFN	Average tariff applied by developed countries, most-favored nation status, by type of product (%)	2000	2018	1	11	1.0											Agricultural products	AGG_AGR																																										
168	TM_TAX_DMFN	Average tariff applied by developed countries, most-favored nation status, by type of product (%)	2000	2018	8	11	1.0											Total or no breakdown	_T																																										
166	TM_TAX_DMFN	Average tariff applied by developed countries, most-favored nation status, by type of product (%)	2000	2018	8	11	1.0											Clothing	AGG_CLTH																																										
168	TM_TAX_DMFN	Average tariff applied by developed countries, most-favored nation status, by type of product (%)	2000	2018	8	11	1.0											Industrial products	AGG_IND																																										
167	TM_TAX_DMFN	Average tariff applied by developed countries, most-favored nation status, by type of product (%)	2000	2018	8	11	1.0											Textiles	AGG_TXT																																										
80	TM_TAX_DMFN	Average tariff applied by developed countries, most-favored nation status, by type of product (%)	2000	2018	1	11	1.0											Arms	AGG_ARMS																																										
62	TM_TAX_DMFN	Average tariff applied by developed countries, most-favored nation status, by type of product (%)	2000	2018	11	11	1.0											Oil	AGG_OIL																																										
167	TM_TAX_DPRF	Average tariff applied by developed countries, preferential status, by type of product (%)	2000	2018	1	11	1.0											Agricultural products	AGG_AGR																																										
168	TM_TAX_DPRF	Average tariff applied by developed countries, preferential status, by type of product (%)	2000	2018	8	11	1.0											Total or no breakdown	_T																																										
166	TM_TAX_DPRF	Average tariff applied by developed countries, preferential status, by type of product (%)	2000	2018	8	11	1.0											Clothing	AGG_CLTH																																										
168	TM_TAX_DPRF	Average tariff applied by developed countries, preferential status, by type of product (%)	2000	2018	8	11	1.0											Industrial products	AGG_IND																																										
167	TM_TAX_DPRF	Average tariff applied by developed countries, preferential status, by type of product (%)	2000	2018	8	11	1.0											Textiles	AGG_TXT																																										
80	TM_TAX_DPRF	Average tariff applied by developed countries, preferential status, by type of product (%)	2000	2018	1	11	1.0											Arms	AGG_ARMS																																										
62	TM_TAX_DPRF	Average tariff applied by developed countries, preferential status, by type of product (%)	2000	2018	11	11	1.0											Oil	AGG_OIL																																										
166	TM_TAX_WMFN	Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)	2005	2018	3	6	1.0											Total or no breakdown	_T																																										
166	TM_TAX_WMFN	Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)	2005	2018	3	6	1.0											Agricultural products	AGG_AGR																																										
166	TM_TAX_WMFN	Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)	2005	2018	2	6	1.0											Clothing	AGG_CLTH																																										
154	TM_TAX_WMFN	Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)	2005	2018	1	6	1.0											Arms	AGG_ARMS																																										
166	TM_TAX_WMFN	Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)	2005	2018	3	6	1.0											Industrial products	AGG_IND																																										
166	TM_TAX_WMFN	Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)	2005	2018	3	6	1.0											Textiles	AGG_TXT																																										
137	TM_TAX_WMFN	Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)	2005	2018	1	6	1.0											Oil	AGG_OIL																																										
166	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	2005	2018	2	6	1.0											Clothing	AGG_CLTH																																										
166	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	2005	2018	3	6	1.0											Total or no breakdown	_T																																										
166	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	2005	2018	3	6	1.0											Agricultural products	AGG_AGR																																										
154	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	2005	2018	1	6	1.0											Arms	AGG_ARMS																																										
166	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	2005	2018	3	6	1.0											Industrial products	AGG_IND																																										
137	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	2005	2018	1	6	1.0											Oil	AGG_OIL																																										
