goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,observationStatus_code,observationStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,710,South Africa,5,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.62624,0.62624,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,72,Botswana,5,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,,,A,Normal value,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,IX,Index,G,Global,,,,,1.69908,2.19247,1.63071,1.3451,1.51263,1.20607,1.14772,1.17653,1.32579,2.00839,1.88654,2.47202,1.11431,1.73061,1.73061,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,722,Small island developing States (SIDS),1,,,Group,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.41652,0.5105,0.80934,1.09723,1.05728,0.93479,1.25228,1.09275,0.91983,0.94381,0.62011,0.70531,0.68688,0.6417,0.53196,0.59541,0.5811,,0.5811,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,722,Small island developing States (SIDS),1,,,Group,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.60046,0.60046,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,724,Spain,4,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2001,2018,18,IX,Index,G,Global,0.20331,0.2009,0.21317,0.24289,0.25703,0.31048,0.35197,0.38259,0.18242,0.1664,0.21069,0.13651,0.11404,0.10776,0.11674,0.09675,0.09047,0.09903,0.09903,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,729,Sudan,4,15,Northern Africa,Country,29.95650159,16.02643066,SDN,0,1,,,A,Normal value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.10408,0.10408,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,738,Sub-Saharan Africa (inc. Sudan),1,,,Group,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.23228,0.23277,0.15225,0.19464,0.25068,0.23918,0.26725,0.2314,0.19018,0.17569,0.19373,0.17369,0.15827,0.20644,0.19447,0.20706,0.21612,,0.21612,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,738,Sub-Saharan Africa (inc. Sudan),1,,,Group,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.18649,0.18649,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,746,Northern Africa (exc. Sudan),1,,,Group,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,1.04803,1.13935,0.95494,0.36813,0.25996,0.26383,0.20908,0.30855,0.22424,0.14437,0.12568,0.16639,0.16831,0.14056,0.1294,0.1143,0.12029,,0.12029,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,746,Northern Africa (exc. Sudan),1,,,Group,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.12308,0.12308,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,747,Northern Africa and Western Asia,2,1,World,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.57987,0.57074,0.50729,0.43569,0.32328,0.35534,0.39132,0.40784,0.34875,0.31074,0.32112,0.40688,0.45222,0.44467,0.40714,0.37882,0.41402,,0.41402,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,747,Northern Africa and Western Asia,2,1,World,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.43402,0.43402,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,748,Eswatini,5,18,Southern Africa,Country,31.50149288,-26.56471011,SWZ,1,1,,,A,Normal value,"[2007, 2008, 2009, 2010, 2011, 2012]",2007,2012,6,IX,Index,G,Global,,,,,,,0.58944,0.93166,0.86085,0.53119,0.3554,0.41435,,,,,,,0.41435,,,Budgetary Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,752,Sweden,4,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.29496,0.32712,0.32569,0.29409,0.57135,0.46956,0.33498,0.39886,0.42374,0.35972,0.33939,0.35648,0.3779,0.36273,0.30237,0.32202,0.30387,,0.30387,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,752,Sweden,4,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.31886,0.31886,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,753,Eastern and South-Eastern Asia,2,1,World,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.95509,0.89868,0.90593,0.61409,0.66698,0.66972,0.41651,0.35636,0.33957,0.33284,0.36543,0.40339,0.35279,0.40077,0.45038,0.45251,0.32369,,0.32369,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,753,Eastern and South-Eastern Asia,2,1,World,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.32672,0.32672,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,756,Switzerland,4,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,7.82428,7.04002,8.46162,7.63513,8.25885,8.66048,7.28159,7.07252,8.10146,8.47522,8.09085,8.79965,8.07205,7.78117,8.42696,8.08299,7.88385,,7.88385,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,756,Switzerland,4,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,8.0239,8.0239,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,76,Brazil,5,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,,,A,Normal value,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,IX,Index,G,Global,,,,,,,,,0.11701,0.08974,0.07746,0.12601,0.08393,0.26634,0.22447,0.2123,0.19567,0.18849,0.18849,,,Budgetary Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,760,Syrian Arab Republic,4,145,Western Asia,Country,38.50466565,35.01676176,SYR,1,1,,,A,Normal value,"[2007, 2008, 2009]",2007,2009,3,IX,Index,G,Global,,,,,,,0.27523,0.21399,0.20674,,,,,,,,,,0.20674,,,Budgetary Central Government,IMF data. UNSD national account estimates,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,764,Thailand,4,35,South-Eastern Asia,Country,101.0202951,15.13089239,THA,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.86743,0.73775,0.72662,0.62129,0.56797,0.45229,0.6175,0.49864,0.5103,0.37162,0.17518,0.5798,0.59596,0.73896,0.85652,0.79025,0.69162,,0.69162,,,Budgetary Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,764,Thailand,4,35,South-Eastern Asia,Country,101.0202951,15.13089239,THA,1,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.70925,0.70925,,,Budgetary Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,768,Togo,5,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,,,A,Normal value,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,IX,Index,G,Global,,,,,,,,,,,,0.24697,0.27884,0.22468,0.29381,0.25227,0.3293,0.23661,0.23661,,,Budgetary Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,780,Trinidad and Tobago,5,29,Caribbean,Country,-61.29389504,10.41877263,TTO,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]",2001,2015,15,IX,Index,G,Global,1.65685,1.56748,2.1247,2.81987,3.71228,3.26219,4.29128,3.0788,2.34343,2.3137,2.95633,3.34904,1.56843,1.16616,1.00961,,,,1.00961,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,784,United Arab Emirates,4,145,Western Asia,Country,53.98279159,23.43322219,ARE,1,1,,,A,Normal value,"[2012, 2013, 2014, 2015, 2018]",2012,2018,5,IX,Index,G,Global,,,,,,,,,,,,0.04168,0.07057,0.04533,0.05485,,,0.02831,0.02831,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,788,Tunisia,4,15,Northern Africa,Country,9.572737411,34.11439971,TUN,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",2001,2012,12,IX,Index,G,Global,1.04803,1.13935,0.95494,0.7717,0.71831,0.70859,0.68869,0.69168,0.6757,0.72737,0.60168,0.59,,,,,,,0.59,,,Budgetary Central Government,IMF data. UNSD national account estimates,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,792,Turkey,4,145,Western Asia,Country,35.42890329,38.9899684,TUR,1,1,,,A,Normal value,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,IX,Index,G,Global,,,,,,0.49818,0.55785,0.57564,0.51295,0.44979,0.53509,0.57083,0.58768,0.66515,0.60704,0.60885,0.64067,,0.64067,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,792,Turkey,4,145,Western Asia,Country,35.42890329,38.9899684,TUR,1,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.66981,0.66981,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,8,Albania,4,39,Southern Europe,Country,20.06660928,41.13897007,ALB,1,1,,,A,Normal value,"[2002, 2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2002,2018,12,IX,Index,G,Global,,0.19502,0.14276,0.13286,,,,,,0.11511,0.11093,0.10195,0.10872,0.10615,0.12414,0.16711,0.12272,0.14154,0.14154,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,800,Uganda,5,14,Eastern Africa,Country,32.39100438,1.279557331,UGA,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2001,2016,16,IX,Index,G,Global,0.14577,0.16697,0.1559,0.09288,0.11469,0.13321,0.17264,0.14824,0.13798,0.19541,0.13833,0.13121,0.18509,0.18037,0.16221,0.17047,,,0.17047,,,Budgetary Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
