goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,,,F,Female,"[2003, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2003,2018,14,PT,Percentage,G,Global,,,,26.53,,19.67,,31.39,23.36,24.5,30.19,30.95,28.46,25.43,26.67,22.34,29.36,22.14,28.77,,28.77,,,"[2003]: Data reference period: October // [2005,2007-2010]: Data reference period: October | Age coverage - maximum age: 64 years old // [2011-2018]: Repository: Eurostat special tabulation","[2003]: PC - Population census // [2005,2007-2018]: LFS - EU Labour Force Survey",,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),50,Bangladesh,4,34,Southern Asia,Country,89.17660788,22.86961622,BGD,1,1,,,F,Female,"[2006, 2010, 2013, 2017]",2006,2017,4,PT,Percentage,G,Global,,,,,,,9.71,,,,14.75,,,13.18,,,,10.74,,,10.74,,,"[2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing",LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,,,F,Female,"[2004, 2005, 2006, 2007, 2008]",2004,2008,5,PT,Percentage,G,Global,,,,,10.76,12.4,11.89,12.1,12.79,,,,,,,,,,,,12.79,,,,LFS - National Employment Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),508,Mozambique,5,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,,,F,Female,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,24.33,,,,,24.33,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household budget Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,,,F,Female,"[2008, 2014, 2015, 2016, 2017]",2008,2017,5,PT,Percentage,G,Global,,,,,,,,,35.24,,,,,,32.39,29.07,29.52,28.71,,,28.71,,,"[2008,2015-2017]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old // [2014]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old | Break in series: Methodology revised",LFS - Household Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,,,F,Female,"[2000, 2008, 2016]",2000,2016,3,PT,Percentage,G,Global,9.32,,,,,,,,5.53,,,,,,,,11.06,,,,11.06,,,"[2000]: Population coverage: Nationals, residents | Age coverage - minimum age: 12 years old // [2008]: Data reference period: June | Population coverage: Excluding nationals in the private sector // [2016]: Age coverage - maximum age: 65 years old",LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),513,Europe and Northern America,2,1,World,Region,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,33.04,33.62,34.1,34.92,34.88,35.47,35.37,35.98,35.85,36.15,36.79,36.9,36.85,36.34,36.34,36.8,37.19,37.42,37.64,37.75,37.75,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),516,Namibia,5,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,,,F,Female,"[2000, 2004, 2012, 2013, 2014, 2016, 2018]",2000,2018,7,PT,Percentage,G,Global,30.19,,,,35.98,,,,,,,,29.7,42.6,43.97,,39.9,,43.57,,43.57,,,"[2000,2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing",LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),52,Barbados,5,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2013, 2014, 2015, 2016]",2000,2016,9,PT,Percentage,G,Global,35.05,41.28,42.16,44.9,43.44,,,,,,,,,48.25,48.57,50.49,48.6,,,,48.6,,,"[2003-2004,2013-2014]: Population coverage: Excluding armed forces and/or conscripts",LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),520,Nauru,4,57,Micronesia,Country,166.92313,-0.528742623,NRU,1,1,,,F,Female,[2013],2013,2013,1,PT,Percentage,G,Global,,,,,,,,,,,,,,36.12,,,,,,,36.12,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,HIES - Household Income and Expenditure Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),524,Nepal,4,34,Southern Asia,Country,83.94678863,28.25866332,NPL,1,1,,,F,Female,"[2008, 2017]",2008,2017,2,PT,Percentage,G,Global,,,,,,,,,18.37,,,,,,,,,13.17,,,13.17,,,[2008]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,LFS - Nepal Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,25.33,26.18,25.35,25.67,25.4,24.97,26.73,27.42,27.27,28.16,28.42,29.27,28.78,24.58,25.46,26.03,25.41,26.59,25.66,,25.66,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),53,Australia and New Zealand,3,9,Oceania,Region,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,32.7,34.06,34.39,34.28,33.72,34.41,35.03,35.07,36.08,36.03,35.07,36.5,36.27,36.41,36.83,37.89,37.16,38.71,38.11,38.06,38.06,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),531,Curaçao,5,29,Caribbean,Country,-68.95033464,12.15058042,CUW,0,1,,,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,,,42.41,,42.41,,,Employment definition: Including subsistence workers | Data reference period: Fourth quarter | Age coverage - maximum age: 64 years old,LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),543,Oceania (exc. Australia and New Zealand),3,9,Oceania,Region,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,24.44,24.42,24.38,24.4,24.42,25.16,25.33,25.44,25.64,25.71,25.92,25.83,25.88,25.8,26.04,26.84,27.4,27.38,27.35,27.38,27.38,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),548,Vanuatu,4,54,Melanesia,Country,167.0679779,-15.34445547,VUT,1,1,,,F,Female,[2009],2009,2009,1,PT,Percentage,G,Global,,,,,,,,,,28.54,,,,,,,,,,,28.54,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,PC - National Population and Housing Census,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008]",2000,2008,9,PT,Percentage,G,Global,38.18,38.57,38.62,36.44,36.3,36.5,39.88,39.97,39.95,,,,,,,,,,,,39.95,,,Population coverage: Excluding armed forces and/or conscripts | Break in series: Methodology revised,LFS - Household Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),558,Nicaragua,5,13,Central America,Country,-85.03060315,12.84210839,NIC,1,1,,,F,Female,"[2003, 2004, 2005, 2006, 2012]",2003,2012,5,PT,Percentage,G,Global,,,,40.18,38.53,40.34,40.99,,,,,,33.54,,,,,,,,33.54,,,[2003-2006]: Age coverage - minimum age: 10 years old // [2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Continous Household Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,32.07,32.88,31.8,29.9,29.88,31.81,31.47,33.84,32.68,33.99,34.1,29.9,32.44,31.42,31.65,32.56,32.66,33.55,33.91,,33.91,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,,,F,Female,"[2011, 2013]",2011,2013,2,PT,Percentage,G,Global,,,,,,,,,,,,33.06,,30.28,,,,,,,30.28,,,[2011]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old // [2013]: Repository: ILO-STATISTICS - Micro data processing,HS - General Household Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),578,Norway,4,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,24.99,25.24,27.53,28.43,29.19,30.41,33.15,31.59,31.54,34.05,34.38,31.44,32.2,32.89,35.53,36.03,37.87,38.31,35.6,,35.6,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),583,Micronesia (Federated States of),4,57,Micronesia,Country,158.225216,6.880670092,FSM,1,1,,,F,Female,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,20.26,,,,,,20.26,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,HIES - Household Income and Expenditure Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),585,Palau,4,57,Micronesia,Country,134.5733878,7.502307591,PLW,1,1,,,F,Female,"[2000, 2014]",2000,2014,2,PT,Percentage,G,Global,26.78,,,,,,,,,,,,,,29.93,,,,,,29.93,,,[2000]: Repository: ILO-STATISTICS - Micro data processing // [2014]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,[2000]: PC - Population census // [2014]: HIES - Household Income and Expenditure Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),586,Pakistan,4,34,Southern Asia,Country,68.80479684,29.36491634,PAK,1,1,,,F,Female,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2018]",2001,2018,16,PT,Percentage,G,Global,,2.94,2.36,2.37,2.1,2.1,3.37,3.43,2.96,2.91,3.33,3.3,,3.02,4.15,2.87,2.87,,4.93,,4.93,,,"[2001-2005]: Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2007-2011,2014-2015,2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old",LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),591,Panama,5,13,Central America,Country,-81.26616623,8.450965746,PAN,1,1,,,F,Female,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2001,2018,18,PT,Percentage,G,Global,,40.39,37.61,39.53,39.64,42.66,45.05,43.55,48.08,46.01,47.9,46.57,45.63,41.79,42.56,43.97,42.49,42.65,48.49,,48.49,,,[2001-2008]: Data reference period: August // [2009-2010]: Data reference period: August | Population coverage: Excluding institutional population // [2011-2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: August,LFS - Labour Market Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),598,Papua New Guinea,4,54,Melanesia,Country,145.8587761,-6.756057077,PNG,1,1,,,F,Female,[2010],2010,2010,1,PT,Percentage,G,Global,,,,,,,,,,,18.12,,,,,,,,,,18.12,,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,HIES - Household Income and Expenditure Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),600,Paraguay,5,5,South America,Country,-60.54854225,-21.70216237,PRY,1,1,,,F,Female,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2002,2018,17,PT,Percentage,G,Global,,,34.83,35.44,30.22,34.26,38.34,34.13,34.0,35.5,32.04,33.98,32.34,38.56,33.82,38.71,36.55,34.7,37.35,,37.35,,,[2002]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2003-2018]: Repository: ILO-STATISTICS - Micro data processing,[2002-2017]: HS - Continous Household Survey // [2018]: HS - Continuous Permanent Household Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),604,Peru,5,5,South America,Country,-71.82093277,-13.58939705,PER,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,28.07,27.04,24.0,28.11,25.59,25.69,27.84,28.47,20.34,35.76,28.95,38.06,30.4,32.06,25.46,33.8,33.31,36.75,31.96,,31.96,,,[2000-2001]: Geographical coverage: Urban areas only | Age coverage - minimum age: 14 years old // [2002-2017]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area,"[2000-2001,2018]: LFS - Permanent Employment Survey (Urban) // [2002-2017]: HS - National Household Survey",,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),608,Philippines,4,35,South-Eastern Asia,Country,120.8601418,14.16591706,PHL,1,1,,,F,Female,"[2002, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018]",2002,2018,13,PT,Percentage,G,Global,,,57.79,,,,57.89,57.62,54.82,53.38,52.73,52.14,47.56,47.12,47.01,46.6,,51.5,52.65,,52.65,,,"[2002]: Population coverage: Excluding armed forces and/or conscripts // [2006-2015,2017-2018]: Repository: ILO-STATISTICS - Micro data processing",LFS - Labor Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),616,Poland,4,151,Eastern Europe,Country,19.40660158,52.1226733,POL,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,32.54,29.79,31.08,33.3,32.75,32.8,35.35,36.22,36.13,35.48,35.64,37.98,37.82,37.76,38.81,40.17,41.17,41.25,42.5,,42.5,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),62,Central and Southern Asia,2,1,World,Region,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,12.73,12.77,12.76,12.81,13.07,13.22,13.14,13.1,12.73,12.42,12.18,12.42,12.58,12.56,12.74,12.71,12.86,13.0,13.13,13.23,13.23,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),620,Portugal,4,39,Southern Europe,Country,-7.961599811,39.68509315,PRT,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,31.05,30.81,29.5,32.2,33.46,34.06,33.03,31.83,31.45,31.78,32.28,33.36,35.16,33.75,35.13,32.63,35.85,34.3,33.96,,33.96,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),626,Timor-Leste,4,35,South-Eastern Asia,Country,125.9451052,-8.797497247,TLS,1,1,,,F,Female,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,24.51,,,,24.51,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Including subsistence workers,LFS - Labour Force Survey,,C: Country data
